"","NMDS1","NMDS2","short.date","Key","Year","Site","Transect","Direction","Black","Cabezon","Canary","China","Copper","Greenling","Lingcod","Quillback","Tiger","Widow","Yellowtail","YOY","Vermillion","Yelloweye"
"52",0.271215501999535,0.159070861636115,"17","1T1",2017,"1","T1","Forward",2.04532297878666,0,0.698970004336019,1.04139268515823,0,0.903089986991944,0.477121254719662,0.477121254719662,0,0,0.602059991327962,1.49136169383427,0,0
"53",-0.164864815114702,0.014029751793516,"17","2T1",2017,"2","T1","Forward",1.83250891270624,0,0,0.845098040014257,0,0.778151250383644,0,0,0.301029995663981,0,0.301029995663981,0,0,0
"54",0.143957276894433,0.120375177215254,"17","3T1",2017,"3","T1","Forward",1.94939000664491,0,0,0.301029995663981,0.301029995663981,0.845098040014257,0.301029995663981,0.301029995663981,0,0,0.477121254719662,1.04139268515823,0,0
"55",-0.0829203082136433,0.166286757096333,"17","4T1",2017,"4","T1","Forward",1.67209785793572,0,1,0.845098040014257,0.477121254719662,0.903089986991944,0,0,0,0,0.301029995663981,0,0,0.301029995663981
"56",-0.23581892483404,-0.0522593725577814,"17","5T1",2017,"5","T1","Forward",1.46239799789896,0,0,0.845098040014257,0,1.20411998265592,0.602059991327962,0,0,0,0,0,0,0
"57",-0.0619003661850785,-0.15354064142309,"18","1T1",2018,"1","T1","Forward",1.25527250510331,0,0,0.903089986991944,0,0.845098040014257,0.301029995663981,0.301029995663981,0,0,0.778151250383644,0,0.301029995663981,0
"58",-0.15861961376195,0.346650328435228,"18","2T1",2018,"2","T1","Forward",2.13353890837022,0,0,1,0.301029995663981,0.301029995663981,0,0,0.301029995663981,0,0.301029995663981,0,0.301029995663981,0
"59",0.418099103598128,-0.136440197939052,"18","3T1",2018,"3","T1","Forward",1.07918124604762,0,0.602059991327962,0.845098040014257,0,0.477121254719662,0,0,0,0,0.301029995663981,1.70757017609794,0,0
"60",0.510198350000192,0.254929857384183,"18","4T1",2018,"4","T1","Forward",1.68124123737559,0,0.845098040014257,0.698970004336019,0,0,0.477121254719662,0,0,0,0,2.17897694729317,0,0
"61",-0.212765587453343,-0.366991820311002,"18","5T1",2018,"5","T1","Forward",1.04139268515823,0,0,0.778151250383644,0,1.25527250510331,0,0.301029995663981,0,0,0,0,0,0
"62",0.422689869133188,-0.503133636156833,"19","1T1",2019,"1","T1","Forward",0.301029995663981,0,0.301029995663981,1.17609125905568,0.301029995663981,0.845098040014257,0.477121254719662,0,0,0,0,1.04139268515823,0.301029995663981,0
"63",-0.27310891052635,-0.048973902116835,"19","2T1",2019,"2","T1","Forward",1.50514997831991,0,0,0.602059991327962,0.301029995663981,0.602059991327962,0.301029995663981,0,0,0,0,0,0.301029995663981,0
"64",-0.276823942460591,-0.00121055865303322,"19","3T1",2019,"3","T1","Forward",2.00860017176192,0,0,0.602059991327962,0.301029995663981,0.602059991327962,0,0.301029995663981,0,0,0,0,0,0
"65",0.335530946706537,0.391991188610445,"19","4T1",2019,"4","T1","Forward",1.86923171973098,0,0.778151250383644,0.602059991327962,0.301029995663981,0.301029995663981,0,0.301029995663981,0.301029995663981,0,0.845098040014257,1.32221929473392,0.301029995663981,0.301029995663981
"66",-0.530249872160349,0.0743489938585848,"19","5T1",2019,"5","T1","Forward",1.47712125471966,0.301029995663981,0.301029995663981,0,0,0.698970004336019,0.301029995663981,0.477121254719662,0,0,0,0,0,0
"67",-0.247705818593977,0.0681228786016532,"21","2T1",2021,"2","T1","Forward",1.89762709129044,0,0,0.698970004336019,0.301029995663981,0.698970004336019,0,0,0.477121254719662,0,0,0,0,0
"68",-0.226128779303401,-0.110569021843053,"21","3T1",2021,"3","T1","Forward",1.56820172406699,0,0,0.778151250383644,0.301029995663981,0.698970004336019,0,0.301029995663981,0,0,0,0,0,0
"69",0.402539140066782,0.110171083632062,"21","4T1",2021,"4","T1","Forward",1.39794000867204,0,0.477121254719662,1.14612803567824,0.477121254719662,0.845098040014257,0.301029995663981,0,0.301029995663981,0,1.11394335230684,2.26007138798507,0,0
