"","NMDS1","NMDS2","short.date","Key","Year","Site","Transect","Direction","BlackDeacon","Cabezon","Canary","China","Copper","Greenling","Lingcod","Quillback","Tiger","Widow","Yellowtail","YOY","Vermillion","Halibut","Yelloweye"
"37",-0.263700804037817,-0.316767062674964,"13","5T1",2013,"5","T1","F",1.04139268515823,0,0,0.602059991327962,0,0.903089986991944,0,0,0,0,0,0,0,0,0
"38",0.129132239585838,0.206048050052625,"14","1T1",2014,"1","T1","F",1.94939000664491,0,0.301029995663981,0.778151250383644,0.477121254719662,0.903089986991944,0.778151250383644,0,0.301029995663981,0,0.477121254719662,1.04139268515823,0,0,0
"39",-0.127683270483915,0.169065653505914,"14","2T1",2014,"2","T1","F",1.66275783168157,0,0,0.845098040014257,0.477121254719662,0.845098040014257,0.301029995663981,0,0.602059991327962,0,0.477121254719662,0,0.301029995663981,0,0
"40",-0.248852877989393,0.089252860539896,"14","3T1",2014,"3","T1","F",1.38021124171161,0,0,0.903089986991944,0.602059991327962,1.14612803567824,0.698970004336019,0,0,0,0,0,0,0,0.301029995663981
"41",-0.206960607474874,0.258969451047339,"14","4T1",2014,"4","T1","F",1.57978359661681,0,0.698970004336019,0.698970004336019,0.698970004336019,1.14612803567824,0.698970004336019,0.301029995663981,0.301029995663981,0,0,0,0,0,0
"42",-0.362198905783311,0.0844876557454624,"14","5T1",2014,"5","T1","F",1.79239168949825,0.602059991327962,0,0.477121254719662,0,1.34242268082221,0.602059991327962,0,0,0,0,0,0,0,0
"43",0.427533080929379,0.0557249946082529,"15","1T1",2015,"1","T1","F",1.23044892137827,0,0.845098040014257,0.903089986991944,0,0.845098040014257,0.301029995663981,0.477121254719662,0,0,0.477121254719662,2.20682587603185,0,0,0.301029995663981
"44",0.187125297868852,-0.343838043462982,"15","2T1",2015,"2","T1","F",1.04139268515823,0.301029995663981,0,0.903089986991944,0.301029995663981,0.954242509439325,0.301029995663981,0.778151250383644,0,0,0,1.04139268515823,0.301029995663981,0,0
"45",-0.199274896002631,-0.377778936134476,"15","3T1",2015,"3","T1","F",1,0.301029995663981,0,0.698970004336019,0.301029995663981,0.954242509439325,0,0,0,0,0,0,0,0,0
"46",0.422691623598668,0.022758918696862,"15","4T1",2015,"4","T1","F",1.17609125905568,0,0.903089986991944,0.698970004336019,0,0.845098040014257,0.301029995663981,0,0,0,1.23044892137827,1.81954393554187,0,0,0
"47",-0.362198905783311,0.0844876557454624,"15","5T1",2015,"5","T1","F",1.79239168949825,0.602059991327962,0,0.477121254719662,0,1.34242268082221,0.602059991327962,0,0,0,0,0,0,0,0
"48",0.515782578524128,0.0492884108897804,"16","1T1",2016,"1","T1","F",1.17609125905568,0,0,0.698970004336019,0.301029995663981,0.698970004336019,0.301029995663981,0,0,0,0.602059991327962,3.29025726939452,0,0,0.301029995663981
"49",0.409437016148697,0.213510323895568,"16","2T1",2016,"2","T1","F",1.79934054945358,0,0.477121254719662,0.602059991327962,0,0.778151250383644,0.477121254719662,0.301029995663981,0,0,0.477121254719662,3.06107532362979,0.301029995663981,0,0
"50",0.468794633533999,0.0308488849196401,"16","3T1",2016,"3","T1","F",1.36172783601759,0,1.17609125905568,0.845098040014257,0,0.698970004336019,0,0,0,0,0.698970004336019,2.20682587603185,0,0,0
"51",0.381107941771322,0.318090870512606,"16","5T1",2016,"5","T1","F",1.69897000433602,0,0,0.301029995663981,0,1.32221929473392,0.602059991327962,0.301029995663981,0.301029995663981,0,0,3.06107532362979,0,0,0
"52",0.263358065157973,0.168850799335743,"17","1T1",2017,"1","T1","F",2.04532297878666,0,0.698970004336019,1.04139268515823,0,0.903089986991944,0.477121254719662,0.477121254719662,0,0,0.602059991327962,1.49136169383427,0,0,0
"53",-0.16074264238476,0.00943287391148744,"17","2T1",2017,"2","T1","F",1.83250891270624,0,0,0.845098040014257,0,0.778151250383644,0,0,0.301029995663981,0,0.301029995663981,0,0,0,0
"54",0.145396373214993,0.124905765047365,"17","3T1",2017,"3","T1","F",1.94939000664491,0,0,0.301029995663981,0.301029995663981,0.845098040014257,0.301029995663981,0.301029995663981,0,0,0.477121254719662,1.04139268515823,0,0,0
"55",-0.0873888818897644,0.242296444367473,"17","4T1",2017,"4","T1","F",1.67209785793572,0,1,0.845098040014257,0.477121254719662,0.903089986991944,0,0,0,0,0.301029995663981,0,0,0.301029995663981,0.301029995663981
"56",-0.231118710719952,-0.0593056204524446,"17","5T1",2017,"5","T1","F",1.46239799789896,0,0,0.845098040014257,0,1.20411998265592,0.602059991327962,0,0,0,0,0,0,0,0
"57",-0.0697526989238547,-0.141352126095502,"18","1T1",2018,"1","T1","F",1.25527250510331,0,0,0.903089986991944,0,0.845098040014257,0.301029995663981,0.301029995663981,0,0,0.778151250383644,0,0.301029995663981,0,0
"58",-0.158773459742954,0.353905857263687,"18","2T1",2018,"2","T1","F",2.13353890837022,0,0,1,0.301029995663981,0.301029995663981,0,0,0.301029995663981,0,0.301029995663981,0,0.301029995663981,0,0
"59",0.411613982769053,-0.150806059576341,"18","3T1",2018,"3","T1","F",1.07918124604762,0,0.602059991327962,0.845098040014257,0,0.477121254719662,0,0,0,0,0.301029995663981,1.70757017609794,0,0,0
"60",0.501755092516931,0.267835963780484,"18","4T1",2018,"4","T1","F",1.68124123737559,0,0.845098040014257,0.698970004336019,0,0,0.477121254719662,0,0,0,0,2.17897694729317,0,0,0
"61",-0.211870398278119,-0.362637596318922,"18","5T1",2018,"5","T1","F",1.04139268515823,0,0,0.778151250383644,0,1.25527250510331,0,0.301029995663981,0,0,0,0,0,0,0
"62",0.42527360647229,-0.501501935215655,"19","1T1",2019,"1","T1","F",0.301029995663981,0,0.301029995663981,1.17609125905568,0.301029995663981,0.845098040014257,0.477121254719662,0,0,0,0,1.04139268515823,0.301029995663981,0,0
"63",-0.266046652570118,-0.0601431179219967,"19","2T1",2019,"2","T1","F",1.50514997831991,0,0,0.602059991327962,0.301029995663981,0.602059991327962,0.301029995663981,0,0,0,0,0,0.301029995663981,0,0
"64",-0.265661054022574,-0.00443795000376026,"19","3T1",2019,"3","T1","F",2.00860017176192,0,0,0.602059991327962,0.301029995663981,0.602059991327962,0,0.301029995663981,0,0,0,0,0,0,0
"65",0.333728675963608,0.409136140080347,"19","4T1",2019,"4","T1","F",1.86923171973098,0,0.778151250383644,0.602059991327962,0.301029995663981,0.301029995663981,0,0.301029995663981,0.301029995663981,0,0.845098040014257,1.32221929473392,0.301029995663981,0,0.301029995663981
"66",-0.527621675605678,0.0632322322156352,"19","5T1",2019,"5","T1","F",1.47712125471966,0.301029995663981,0.301029995663981,0,0,0.698970004336019,0.301029995663981,0.477121254719662,0,0,0,0,0,0,0
