"","NMDS1","NMDS2","short.date","Key","Year","Site","Transect","Direction","Black","Cabezon","Canary","China","Copper","Greenling","Lingcod","Quillback","Tiger","Widow","Yellowtail","Vermillion","Yelloweye"
"44",0.506390179943322,0.394375416867096,"15","2T1",2015,"2","T1","Forward",10,1,0,7,1,8,1,5,0,0,0,1,0
"45",0.636545102189484,0.23400220118562,"15","3T1",2015,"3","T1","Forward",9,1,0,4,1,8,0,0,0,0,0,0,0
"46",0.254180518639376,0.542765875627369,"15","4T1",2015,"4","T1","Forward",14,0,7,4,0,6,1,0,0,0,16,0,0
"47",-0.568431275066943,-0.138201982572327,"15","5T1",2015,"5","T1","Forward",61,3,0,2,0,21,3,0,0,0,0,0,0
"48",0.410693043142997,0.00291416665362369,"16","1T1",2016,"1","T1","Forward",14,0,0,4,1,4,1,0,0,0,3,0,1
"49",-0.518155741344076,-0.0218496474267012,"16","2T1",2016,"2","T1","Forward",62,0,2,3,0,5,2,1,0,0,2,1,0
"50",0.0608303510843032,0.339493018387046,"16","3T1",2016,"3","T1","Forward",22,0,14,6,0,4,0,0,0,0,4,0,0
"51",-0.433152421618558,-0.189175325209581,"16","5T1",2016,"5","T1","Forward",49,0,0,1,0,20,3,1,1,0,0,0,0
"52",-0.840424067489954,0.189279096182502,"17","1T1",2017,"1","T1","Forward",110,0,4,10,0,7,2,2,0,0,3,0,0
"53",-0.538268041350336,0.0369620257273086,"17","2T1",2017,"2","T1","Forward",67,0,0,6,0,5,0,0,1,0,1,0,0
"54",-0.753819622064488,0.033830946909206,"17","3T1",2017,"3","T1","Forward",88,0,0,1,1,6,1,1,0,0,2,0,0
"55",-0.337013518127059,0.155651172513927,"17","4T1",2017,"4","T1","Forward",46,0,9,6,2,7,0,0,0,0,1,0,1
"56",-0.00314089703692255,0.0436509301617194,"17","5T1",2017,"5","T1","Forward",28,0,0,6,0,15,3,0,0,0,0,0,0
"57",0.260578639768714,0.15024845613335,"18","1T1",2018,"1","T1","Forward",17,0,0,7,0,6,1,1,0,0,5,1,0
"58",-1.07931157054632,0.0989770748055244,"18","2T1",2018,"2","T1","Forward",135,0,0,9,1,1,0,0,1,0,1,1,0
"59",0.616915361716172,-0.0288925335359248,"18","3T1",2018,"3","T1","Forward",11,0,3,6,0,2,0,0,0,0,1,0,0
"60",-0.430057886995903,-0.231121844670232,"18","4T1",2018,"4","T1","Forward",47,0,6,4,0,0,2,0,0,0,0,0,0
"61",0.578022194873794,0.363063516681391,"18","5T1",2018,"5","T1","Forward",10,0,0,5,0,17,0,1,0,0,0,0,0
"62",0.623251381238332,1.07924962112932,"19","1T1",2019,"1","T1","Forward",1,0,1,14,1,6,2,0,0,0,0,1,0
"63",-0.0527575673373343,-0.144341571100812,"19","2T1",2019,"2","T1","Forward",31,0,0,3,1,3,1,0,0,0,0,1,0
"64",-0.880519527064588,0.0473997066745598,"19","3T1",2019,"3","T1","Forward",101,0,0,3,1,3,0,1,0,0,0,0,0
"65",-0.745955981347068,-0.0771375383221122,"19","4T1",2019,"4","T1","Forward",73,0,5,3,1,1,0,1,1,0,6,1,1
"66",-0.0505181448309374,-0.282521627733202,"19","5T1",2019,"5","T1","Forward",29,1,1,0,0,4,1,2,0,0,0,0,0
"67",-0.675719333528027,0.0194244781965755,"21","2T1",2021,"2","T1","Forward",78,0,0,4,1,4,0,0,2,0,0,0,0
"68",-0.140179077077121,-0.0302604067444048,"21","3T1",2021,"3","T1","Forward",36,0,0,5,1,4,0,1,0,0,0,0,0
"69",-0.027338336576178,0.380845422854548,"21","4T1",2021,"4","T1","Forward",24,0,2,13,2,6,1,0,1,0,12,0,0
