"","MDS1","MDS2","short.date","Key","Year","Site","Transect","Direction","Black & Deacon","Cabezon","Canary","China","Copper","Greenling","Lingcod","Quillback","Tiger","Widow","Yellowtail","YOY","Vermillion","Yelloweye"
"48",2.43015286587627,-0.10580692251896,"16","1T1",2016,"1","T1","Forward",14,0,0,4,1,4,1,0,0,0,3,1950,0,1
"49",1.84856940819708,-0.500498957167392,"16","2T1",2016,"2","T1","Forward",62,0,2,3,0,5,2,1,0,0,2,1150,1,0
"50",0.939439194337955,0.318017659143322,"16","3T1",2016,"3","T1","Forward",22,0,14,6,0,4,0,0,0,0,4,160,0,0
"51",1.89561453796554,-0.434147172984023,"16","5T1",2016,"5","T1","Forward",49,0,0,1,0,20,3,1,1,0,0,1150,0,0
"52",0.360574809234487,-0.433905739030878,"17","1T1",2017,"1","T1","Forward",110,0,4,10,0,7,2,2,0,0,3,30,0,0
"53",-0.179569205025998,-0.522936307291428,"17","2T1",2017,"2","T1","Forward",67,0,0,6,0,5,0,0,1,0,1,0,0,0
"54",0.1064801355311,-0.549645586845225,"17","3T1",2017,"3","T1","Forward",88,0,0,1,1,6,1,1,0,0,2,10,0,0
"55",-0.253905578894215,-0.303193140308653,"17","4T1",2017,"4","T1","Forward",46,0,9,6,2,7,0,0,0,0,1,0,0,1
"56",-0.506775314230857,-0.0440402932843234,"17","5T1",2017,"5","T1","Forward",28,0,0,6,0,15,3,0,0,0,0,0,0,0
"57",-0.506753057984542,0.257542539951922,"18","1T1",2018,"1","T1","Forward",17,0,0,7,0,6,1,1,0,0,5,0,1,0
"58",0.0985004701419355,-0.931190544194829,"18","2T1",2018,"2","T1","Forward",135,0,0,9,1,1,0,0,1,0,1,0,1,0
"59",0.413746406247165,0.670194044670481,"18","3T1",2018,"3","T1","Forward",11,0,3,6,0,2,0,0,0,0,1,50,0,0
"60",0.886902118468316,0.0369903013608042,"18","4T1",2018,"4","T1","Forward",47,0,6,4,0,0,2,0,0,0,0,150,0,0
"61",-0.678425907887431,0.521929908950935,"18","5T1",2018,"5","T1","Forward",10,0,0,5,0,17,0,1,0,0,0,0,0,0
"62",-0.0919853515479149,1.11187417605982,"19","1T1",2019,"1","T1","Forward",1,0,1,14,1,6,2,0,0,0,0,10,1,0
"63",-0.547482516546347,-0.180912361604419,"19","2T1",2019,"2","T1","Forward",31,0,0,3,1,3,1,0,0,0,0,0,1,0
"64",-0.0301344035658853,-0.793206907229493,"19","3T1",2019,"3","T1","Forward",101,0,0,3,1,3,0,1,0,0,0,0,0,0
"65",0.240916807862469,-0.408693741751634,"19","4T1",2019,"4","T1","Forward",73,0,5,3,1,1,0,1,1,0,6,20,1,1
"66",-0.650886641521718,-0.250152219609718,"19","5T1",2019,"5","T1","Forward",29,1,1,0,0,4,1,2,0,0,0,0,0,0
"67",0.0829457531838591,-0.45437657720585,"21","1T1",2021,"1","T1","Forward",73,0,0,14,1,3,0,0,1,0,10,8,0,0
"68",-0.127315009927234,-0.631967899848708,"21","2T1",2021,"2","T1","Forward",78,0,0,4,1,4,0,0,2,0,0,0,0,0
"69",-0.438449662526581,-0.196321244460075,"21","3T1",2021,"3","T1","Forward",36,0,0,5,1,4,0,1,0,0,0,0,0,0
"70",0.945242510469588,0.252343026356731,"21","4T1",2021,"4","T1","Forward",24,0,2,13,2,6,1,0,1,0,12,181,0,0
"71",-0.532873477782556,0.980959299733798,"22","1T1",2022,"1","T1","Forward",4,0,0,13,0,3,2,0,0,0,1,2,0,0
"72",-0.287658558254186,-0.385736023172291,"22","2T1",2022,"2","T1","Forward",48,1,0,14,0,6,1,3,3,0,0,0,0,0
"73",-0.849303907767494,0.727769884604099,"22","3T1",2022,"3","T1","Forward",6,0,0,4,1,4,0,0,0,0,0,0,0,0
"74",1.22938471116477,0.433445720011116,"22","4T1",2022,"4","T1","Forward",11,0,1,2,2,1,1,1,0,0,6,201,0,0
"75",-0.493961919432856,0.111101244071822,"22","5T1",2022,"5","T1","Forward",22,0,0,8,1,15,1,2,0,0,0,0,0,0
"76",0.795101475510931,-0.490056112295484,"23","1T1",2023,"1","T1","Forward",196,0,0,16,0,5,2,2,4,0,3,90,0,0
"77",0.0729439159271094,-0.763200223840755,"23","2T1",2023,"2","T1","Forward",111,0,0,11,1,4,2,7,3,0,0,2,0,0
"78",0.391504780554985,-1.22434905101924,"23","3T1",2023,"3","T1","Forward",309,0,0,14,1,9,2,3,1,0,5,4,0,0
"79",0.192037817799261,0.607840883591048,"23","4T1",2023,"4","T1","Forward",14,0,2,7,0,2,2,0,2,0,24,25,0,0
"80",-0.0863890396175407,0.0580323456947561,"23","5T1",2023,"5","T1","Forward",33,0,0,6,1,14,1,1,0,0,0,17,0,0
