record no,CRUISE_ID,DATE_UTC,TIME_UTC,DATE_LOCAL,TIME_LOCAL,LATITUDE_DEG,LONGITUDE_DEG,LATITUDE_DEC,LONGITUDE_DEC,STATION_NO,NISKIN_NO,NISKIN_NO_FLAG_W,CTDPRS_DBAR,DEPTH (M),CTDTMP_DEG_C_ITS90,CTDTMP2_DEC_C_ITS90,CTDTMP_FLAG_W,CTD/TEMP_COMMENTS,CTDSAL_PSS78,CTDSAL2_PSS78,CTDSAL_FLAG_W,CTD/SAL_COMMENTS,SIGMATHETA_KG_M3,SIGMATHETA2_KG_M3,CTDOXY_MG_L_1,CTDOXY_MG_L_2,CTDOXY_MG_L_AVG,CTDOXY_FLAG_W,CTD/O2_COMMENTS,OXYGEN_MG_L_1,OXYGEN_MG_L_2,OXYGEN_MG_L_3,OXYGEN_avg_mg_L,OXYGEN_UMOL_KG,OXYGEN_FLAG_W,OXYGEN COMMENTS,CTD_PH_NBS,SALINITY_PSS78_1,SALINITY_PSS78_2,SALINITY_FLAG_W,Nutrient lab temperature,NITRATE_UMOL_L,NITRITE_UMOL_L,AMMONIUM_UMOL_L,PHOSPHATE_UMOL_L,SILICATE_UMOL_L,NUTRIENTS_FLAG_W,CTD FLU (mg/m3),CHLA (ug/l),CHLA 2 (ug/l),CHLA avg (ug/l),CHLA_FLAG_W,PHAEOPIGMENT (ug/l),PHAEOPIGMENT 2 (ug/l),PHAEOPIGMENT avg (ug/l),PHAEOPIGMENT_FLAG_W,TA_UMOL_KG,TA_FLAG_W,DIC_UMOL_KG,DIC_FLAG_W,SECCHI DEPTH (m)
15,  RBTSN201905,5/23/2019,12:19:39,5/23/2019,5:19:39, 47 23.81 N, 124 26.00 W,48.397,-124.433,123,3,,31.458,31.194,9.9848,,,,32.1512,,,,24.7313,,7.3841,,,,,7.717,,,7.717,,,,,,,,,14.485,0.254,1.081,1.396,21.743,,0.9262,,,,,,,,,,,,,
16,  RBTSN201905,5/23/2019,12:20:46,5/23/2019,5:20:46, 47 23.81 N, 124 26.00 W,48.397,-124.433,123,4,,10.35,10.264,11.1023,,,,31.7357,,,,24.217,,8.4975,,,,,8.844,,,8.844,,,,,,,,,10.922,0.203,0.303,1.067,17.313,,2.8354,3.310,,3.310,,0.996,,0.996,,,,,,
17,  RBTSN201905,5/23/2019,12:21:01,5/23/2019,5:21:01, 47 23.81 N, 124 26.00 W,48.397,-124.433,123,5,,5.521,5.475,11.1856,,,,31.7298,,,,24.1976,,8.7268,,,,,9.644,,,9.644,,,,,,,,,11.239,0.233,0.252,1.076,18.429,,3.7096,4.493,,4.493,,1.297,,1.297,,,,,,
18,  RBTSN201905,5/23/2019,12:21:13,5/23/2019,5:21:13, 47 23.81 N, 124 26.00 W,48.397,-124.433,123,6,,1.664,1.65,11.2045,,,,31.7301,,,,24.1945,,8.7794,,,,,9.025,,,9.025,,,,,,,,,11.263,0.206,0.209,1.076,18.394,,3.5557,4.776,,4.776,,1.204,,1.204,,,,,,
19,  RBTSN201905,5/23/2019,14:49:31,5/23/2019,7:49:31, 47 16.29 N, 123 58.95 W,48.272,-123.983,132,1,,175.449,173.916,7.1816,,,,33.7917,,,,26.4443,,3.0724,,,,,3.621,,,3.621,,,,,,,,,31.484,0.269,0.076,2.335,46.048,,0.0343,,,,,,,,,,,,,
20,  RBTSN201905,5/23/2019,14:54:55,5/23/2019,7:54:55, 47 16.29 N, 123 58.95 W,48.272,-123.983,132,2,,80.308,79.624,8.0044,,,,33.0696,,,,25.7585,,4.215,,,,,4.801,,,4.801,,,,,,,,,27.771,0.315,0.502,2.186,40.998,,0.0873,,,,,,,,,,,,,
21,  RBTSN201905,5/23/2019,14:57:34,5/23/2019,7:57:34, 47 16.29 N, 123 58.95 W,48.272,-123.983,132,3,,30.465,30.21,9.1367,,,,32.1599,,,,24.8742,,6.1725,,,,,6.817,,,6.817,,,,,,,,,21.176,0.371,1.564,1.893,32.095,,0.3831,,,,,,,,,,,,,
22,  RBTSN201905,5/23/2019,14:58:37,5/23/2019,7:58:37, 47 16.29 N, 123 58.95 W,48.272,-123.983,132,4,,10.61,10.521,10.1804,,,,31.9147,,,,24.5141,,7.8453,,,,,8.164,,,8.164,,,,,,,,,18.940,0.299,0.574,1.674,30.491,,2.2718,2.237,,2.237,,0.907,,0.907,,,,,,
23,  RBTSN201905,5/23/2019,14:58:51,5/23/2019,7:58:51, 47 16.29 N, 123 58.95 W,48.272,-123.983,132,5,,5.643,5.596,10.2113,,,,31.9183,,,,24.5117,,7.9028,,,,,8.470,,,8.470,,,,,,,,,18.620,0.307,0.496,1.638,29.594,,2.3333,2.483,,2.483,,0.938,,0.938,,,,,,
24,  RBTSN201905,5/23/2019,14:59:04,5/23/2019,7:59:04, 47 16.29 N, 123 58.95 W,48.272,-123.983,132,6,,1.524,1.512,10.5573,,,,31.8885,,,,24.43,,8.3835,,,,,9.550,,,9.550,,,,,,,,,17.815,0.262,0.341,1.592,29.496,,2.8808,2.880,,2.880,,1.000,,1.000,,,,,,
25,  RBTSN201905,5/23/2019,17:46:53,5/23/2019,10:46:53, 48 13.42 N, 123 29.21 W,48.224,-123.487,136,1,,132.549,131.405,7.937,,,,33.2216,,,,25.8884,,4.108,,,,,4.268,,,4.268,,,,,,,,,28.000,0.339,0.524,2.191,42.161,,0.1164,,,,,,,,,,,,,
26,  RBTSN201905,5/23/2019,17:49:50,5/23/2019,10:49:50, 48 13.42 N, 123 29.21 W,48.224,-123.487,136,2,,80.712,80.025,8.6393,,,,32.5408,,,,25.2495,,5.1705,,,,,5.444,,,5.444,,,,,,,,,24.878,0.345,1.033,2.077,38.507,,0.1455,,,,,,,,,,,,,
27,  RBTSN201905,5/23/2019,17:52:28,5/23/2019,10:52:28, 48 13.42 N, 123 29.21 W,48.224,-123.487,136,3,,30.461,30.205,9.2078,,,,31.9797,,,,24.7221,,5.9969,,,,,6.577,,,6.577,,,,,,,,,17.320,0.821,2.739,1.868,39.667,,0.2096,0.265,,0.265,,0.309,,0.309,,,,,,
28,  RBTSN201905,5/23/2019,17:53:30,5/23/2019,10:53:30, 48 13.42 N, 123 29.21 W,48.224,-123.487,136,4,,10.934,10.843,9.5455,,,,31.7715,,,,24.5058,,6.5197,,,,,6.825,,,6.825,,,small internal bubbles noticed when titrating ,,,,,,13.866,0.778,1.290,1.515,34.766,,0.2055,0.506,,0.506,,0.231,,0.231,,,,,,
29,  RBTSN201905,5/23/2019,17:53:46,5/23/2019,10:53:46, 48 13.42 N, 123 29.21 W,48.224,-123.487,136,5,,5.532,5.486,9.9234,,,,31.5236,,,,24.2513,,6.9446,,,,,7.322,,,7.322,,,,,,,,,13.119,0.771,0.946,1.446,35.005,,0.1159,0.473,,0.473,,0.197,,0.197,,,,,,
30,  RBTSN201905,5/23/2019,17:53:59,5/23/2019,10:53:59, 48 13.42 N, 123 29.21 W,48.224,-123.487,136,6,,1.443,1.431,10.0499,,,,31.4668,,,,24.1862,,7.0736,,,,,7.382,,,7.382,,,,,,,,,11.413,0.743,0.694,1.305,35.107,,0.0453,0.388,,0.388,,0.220,,0.220,,,,,,
31,  RBTSN201905,5/23/2019,20:44:16,5/23/2019,13:44:16, 48 16.38 N, 123 1.32 W,48.273,-123.022,22,1,,97.34,96.508,8.6639,,,,32.4305,,,,25.1597,,5.0964,,,,,5.348,,,5.348,,,,,,,,,22.733,0.335,1.424,1.999,36.432,,0.1188,,,,,,,,,,,,,
32,  RBTSN201905,5/23/2019,20:46:57,5/23/2019,13:46:57, 48 16.38 N, 123 1.32 W,48.273,-123.022,22,2,,50.313,49.888,9.797,,,,31.0819,,,,23.9279,,6.6435,,,,,6.953,,,6.953,,,,,,,,,22.072,0.328,1.572,1.966,36.039,,0.2659,,,,,,,,,,,,,
33,  RBTSN201905,5/23/2019,20:47:59,5/23/2019,13:47:59, 48 16.38 N, 123 1.32 W,48.273,-123.022,22,3,,30.305,30.051,10.0376,,,,30.8663,,,,23.7205,,6.9786,,,,,7.642,,,7.642,,,,,,,,,20.937,0.343,1.775,1.951,35.128,,0.2762,0.430,,0.430,,0.450,,0.450,,,,,,
34,  RBTSN201905,5/23/2019,20:49:02,5/23/2019,13:49:02, 48 16.38 N, 123 1.32 W,48.273,-123.022,22,4,,10.477,10.389,10.2687,,,,30.8072,,,,23.6362,,7.173,,,,,7.427,,,7.427,,,,,,,,,20.926,0.351,1.794,1.917,35.374,,0.2962,0.544,,0.544,,0.394,,0.394,,,,,,
35,  RBTSN201905,5/23/2019,20:49:16,5/23/2019,13:49:16, 48 16.38 N, 123 1.32 W,48.273,-123.022,22,5,,5.718,5.67,10.4445,,,,30.7936,,,,23.5964,,7.2401,,,,,7.547,,,7.547,,,,,,,,,25.059,0.315,1.121,2.071,38.467,,0.166,0.653,,0.653,,0.362,,0.362,,,,,,
36,  RBTSN201905,5/23/2019,20:49:29,5/23/2019,13:49:29, 48 16.38 N, 123 1.32 W,48.273,-123.022,22,6,,1.438,1.426,10.5219,,,,30.7984,,,,23.5871,,7.2748,,,,,7.519,,,7.519,,,,,,,,,19.442,0.354,1.990,1.865,34.384,,0.1071,0.506,,0.506,,0.360,,0.360,,,,,,
37,  RBTSN201905,5/24/2019,2:01:26,5/23/2019,19:01:26, 47 42.16 N, 122 27.20 W,47.703,-122.453,28,1,,148.765,147.474,10.0902,,,,30.1659,,,,23.1681,,7.3096,,,,,7.835,,,7.835,,,,,,,,,18.488,0.371,2.060,1.838,33.816,,0.1877,,,,,,,,,,,,,
38,  RBTSN201905,5/24/2019,2:09:10,5/23/2019,19:09:10, 47 42.16 N, 122 27.20 W,47.703,-122.453,28,2,,80.536,79.85,9.8348,,,,29.8445,,,,22.9571,,7.7115,,,,,8.011,,,8.011,,,,,,,,,18.146,0.341,1.987,1.824,32.354,,0.0823,,,,,,,,,,,,,
39,  RBTSN201905,5/24/2019,2:11:52,5/23/2019,19:11:52, 47 42.16 N, 122 27.20 W,47.703,-122.453,28,3,,30.601,30.344,10.1286,,,,29.6121,,,,22.7283,,8.2991,,,,,8.663,,,8.663,,,,,,,,,18.034,0.326,1.917,1.812,31.732,,0.4959,1.017,,1.017,,0.605,,0.605,,,,,,
40,  RBTSN201905,5/24/2019,2:12:56,5/23/2019,19:12:56, 47 42.16 N, 122 27.20 W,47.703,-122.453,28,4,,10.492,10.404,10.7904,,,,29.52,,,,22.5476,,9.4651,,,,,10.032,,,10.032,,,,,,,,,17.993,0.327,1.965,1.799,31.468,,3.7181,4.682,,4.682,,1.777,,1.777,,,,,,
41,  RBTSN201905,5/24/2019,2:13:12,5/23/2019,19:13:12, 47 42.16 N, 122 27.20 W,47.703,-122.453,28,5,,5.52,5.474,11.1649,,,,29.4624,,,,22.4392,,10.13,,,,,10.470,,,10.470,,,,,,,,,17.268,0.519,3.179,1.909,37.854,,4.7033,5.675,,5.675,,2.172,,2.172,,,,,,
42,  RBTSN201905,5/24/2019,2:13:24,5/23/2019,19:13:24, 47 42.16 N, 122 27.20 W,47.703,-122.453,28,6,,1.495,1.482,12.0042,,,,29.3203,,,,22.1815,,10.5356,,,,,10.967,,,10.967,,,,,,,,,17.932,0.763,3.349,1.933,38.961,,4.0411,4.635,,4.635,,2.064,,2.064,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
