record no,CRUISE_ID,DATE_UTC,TIME_UTC,DATE_LOCAL,TIME_LOCAL,LATITUDE_DEG,LONGITUDE_DEG,LATITUDE_DEC,LONGITUDE_DEC,STATION_NO,NISKIN_NO,NISKIN_NO_FLAG_W,CTDPRS_DBAR,DEPTH (M),CTDTMP_DEG_C_ITS90,CTDTMP2_DEC_C_ITS90,CTDTMP_FLAG_W,CTD/TEMP_COMMENTS,CTDSAL_PSS78,CTDSAL2_PSS78,CTDSAL_FLAG_W,CTD/SAL_COMMENTS,SIGMATHETA_KG_M3,SIGMATHETA2_KG_M3,CTDOXY_MG_L_1,CTDOXY_MG_L_2,CTDOXY_MG_L_AVG,CTDOXY_FLAG_W,CTD/O2_COMMENTS,OXYGEN_MG_L_1,OXYGEN_MG_L_2,OXYGEN_MG_L_3,OXYGEN_avg_mg_L,OXYGEN_UMOL_KG,OXYGEN_FLAG_W,OXYGEN COMMENTS,CTD_PH_NBS,SALINITY_PSS78_1,SALINITY_PSS78_2,SALINITY_FLAG_W,Nutrient lab temperature,NITRATE_UMOL_L,NITRITE_UMOL_L,AMMONIUM_UMOL_L,PHOSPHATE_UMOL_L,SILICATE_UMOL_L,NUTRIENTS_FLAG_W,CTD FLU (mg/m3),CHLA (ug/l),CHLA 2 (ug/l),CHLA avg (ug/l),CHLA_FLAG_W,PHAEOPIGMENT (ug/l),PHAEOPIGMENT 2 (ug/l),PHAEOPIGMENT avg (ug/l),PHAEOPIGMENT_FLAG_W,TA_UMOL_KG,TA_FLAG_W,DIC_UMOL_KG,DIC_FLAG_W,SECCHI DEPTH (m)
11,  RBTSN202007,07/03/20,20:21:30,07/03/20,13:21:30, 47 57.76 N, 124 57.33 W,47.963,124.956,381,5,,10.490,10.402,10.705,,,,32.145,,,,24.605,,8.713,,,,Nemo-SS deploy,8.839,,,8.839,,,,,,,,,5.049809567,0.384131265,0.313425638,0.798996038,8.826820982,,1.826,1.074,,1.074,,1.687,,1.687,,,,,,
12,  RBTSN202007,07/03/20,20:22:00,07/03/20,13:22:00, 47 57.76 N, 124 57.33 W,47.963,124.956,381,6,,1.705,1.690,12.211,,,,31.525,,,,23.852,,10.514,,,,Nemo-SS deploy,10.664,,,10.664,,,,,,,,,1.643979572,0.160343853,0.128043878,0.514585978,18.42004624,,4.8709,7.803,,7.803,,5.354,,5.354,,,,,,
13,  RBTSN202007,07/04/20,2:52:12,07/03/20,19:52:12, 48 15.99 N, 125 00.98 W,48.267,125.016,105,1,,236.646,234.544,6.155,,,,33.950,,,,26.706,,2.251,,,,,2.472,,,2.472,,,Air bubble in sample,,,,,,36.48076837,0.084265927,0.114373189,2.622009889,58.1135872,,-0.0582,,,,,,,,,,,,,
14,  RBTSN202007,07/04/20,3:11:47,07/03/20,20:11:47, 48 15.99 N, 125 00.98 W,48.267,125.016,105,2,,80.418,79.734,7.250,,,,33.675,,,,26.342,,2.702,,,,,2.941,,,2.941,,,Air bubble in sample,,,,,,32.49448879,0.335667314,0.225153929,2.410082629,44.70414,,-0.0388,,,,,,,,,,,,,
15,  RBTSN202007,07/04/20,3:14:27,07/03/20,20:14:27, 48 15.99 N, 125 00.98 W,48.267,125.016,105,3,,30.087,29.835,8.223,,,,33.078,,,,25.732,,3.838,,,,,4.210,,,4.210,,,,,,,,,29.53266054,0.303194302,0.037814668,2.183410768,39.51507035,,0.2246,0.303,,0.303,,0.468,,0.468,,,,,,
16,  RBTSN202007,07/04/20,3:15:27,07/03/20,20:15:27, 48 15.99 N, 125 00.98 W,48.267,125.016,105,4,,10.811,10.721,8.765,,,,32.724,,,,25.373,,4.583,,,,,4.769,,,4.769,,,,,,,,,28.079857,0.32063249,0.198257908,2.113073008,40.05222176,,0.7021,0.766,,0.766,,0.607,,0.607,,,,,,
17,  RBTSN202007,07/04/20,3:15:43,07/03/20,20:15:43, 48 15.99 N, 125 00.98 W,48.267,125.016,105,5,,5.743,5.695,9.692,,,,32.448,,,,25.011,,6.073,,,,,7.308,,,7.308,,,,,,,,,21.0802803,0.358505078,0.081751148,1.655379448,35.02274682,,2.4891,3.594,,3.594,,1.477,,1.477,,,,,,
18,  RBTSN202007,07/04/20,3:15:55,07/03/20,20:15:55, 48 15.99 N, 125 00.98 W,48.267,125.016,105,6,,1.623,1.609,11.554,,,,32.064,,,,24.392,,11.111,,,,,11.636,,,11.636,,,,,,,,,4.335559475,0.209620065,4.43878E-05,0.573451888,20.60218051,,13.9865,17.592,,17.592,,4.895,,4.895,,,,,,
19,  RBTSN202007,07/04/20,5:23:43,07/03/20,22:23:43, 48 27.90 N, 124 46.97 W,48.465,124.783,120,1,,284.392,281.833,6.214,,,,33.941,,,,26.692,,2.361,,,,,2.621,,,2.621,,,,,,,,,35.9291761,0.089504212,0.18259051,2.58473991,57.27947624,,-0.0526,,,,,,,,,,,,,
20,  RBTSN202007,07/04/20,5:35:58,07/03/20,22:35:58, 48 27.90 N, 124 46.97 W,48.465,124.783,120,2,,80.560,79.875,7.230,,,,33.741,,,,26.397,,3.298,,,,,3.686,,,3.686,,,,,,,,,30.94202835,0.2834472,0.19520625,2.25602715,41.31970148,,-0.0524,,,,,,,,,,,,,
21,  RBTSN202007,07/04/20,5:38:46,07/03/20,22:38:46, 48 27.90 N, 124 46.97 W,48.465,124.783,120,3,,29.823,29.573,8.363,,,,33.108,,,,25.735,,4.952,,,,,5.326,,,5.326,,,,,,,,,25.35962407,0.258877388,0.28670199,1.91374109,36.1782145,,1.5591,1.788,,1.788,,0.753,,0.753,,,,,,
22,  RBTSN202007,07/04/20,5:39:45,07/03/20,22:39:45, 48 27.90 N, 124 46.97 W,48.465,124.783,120,4,,10.465,10.377,8.575,,,,32.916,,,,25.553,,5.255,,,,,5.502,,,5.502,,,,,,,,,25.09613106,0.279294351,0.211956709,1.915628809,35.94557181,,1.0955,1.315,,1.315,,0.690,,0.690,,,,,,
23,  RBTSN202007,07/04/20,5:40:00,07/03/20,22:40:00, 48 27.90 N, 124 46.97 W,48.465,124.783,120,5,,5.895,5.846,8.694,,,,32.864,,,,25.493,,5.074,,,,,5.345,,,5.345,,,,,,,,,26.52709394,0.313404963,0.307220969,2.007945669,38.91698559,,1.0801,1.296,,1.296,,0.599,,0.599,,,,,,
24,  RBTSN202007,07/04/20,5:40:14,07/03/20,22:40:14, 48 27.90 N, 124 46.97 W,48.465,124.783,120,6,,1.652,1.639,10.353,,,,32.147,,,,24.666,,7.676,,,,,8.215,,,8.215,,,,,,,,,19.35762546,0.313553176,0.17701023,1.53624713,35.37430643,,4.3327,5.202,,5.202,,1.735,,1.735,,,,,,
25,  RBTSN202007,07/04/20,7:49:14,07/04/20,0:49:14, 47 23.81 N, 124 26.00 W,47.397,124.433,123,1,,184.820,183.201,6.696,,,,33.881,,,,26.581,,2.752,,,,,3.037,,,3.037,,,Air bubble in sample,,,,,,33.79840176,0.182318498,0.213252832,2.431304532,50.23017907,,-0.0396,,,,,,,,,,,,,
26,  RBTSN202007,07/04/20,7:56:17,07/04/20,0:56:17, 47 23.81 N, 124 26.00 W,47.397,124.433,123,2,,80.865,80.176,7.508,,,,33.557,,,,26.213,,2.993,,,,,13.701,,,13.701,,,Air bubble in sample,,,,,,32.03761724,0.253726286,3.10714E-05,2.347737971,43.00265121,,0.0118,,,,,,,,,,,,,
27,  RBTSN202007,07/04/20,7:59:52,07/04/20,0:59:52, 47 23.81 N, 124 26.00 W,47.397,124.433,123,3,,30.397,30.142,9.388,,,,31.956,,,,24.675,,5.333,,,,,5.722,,,5.722,,,,,,,,,25.97891763,0.380812473,0.434814311,2.062087711,41.37294447,,0.4211,0.544,,0.544,,0.466,,0.466,,,,,,
28,  RBTSN202007,07/04/20,8:00:53,07/04/20,1:00:53, 47 23.81 N, 124 26.00 W,47.397,124.433,123,4,,10.235,10.150,10.496,,,,30.940,,,,23.702,,6.827,,,,,7.274,,,7.274,,,,,,,,,21.47754248,0.422814661,0.667105051,1.813781251,37.93564633,,0.8834,1.021,,1.021,,0.486,,0.486,,,,,,
29,  RBTSN202007,07/04/20,8:01:04,07/04/20,1:01:04, 47 23.81 N, 124 26.00 W,47.397,124.433,123,5,,5.932,5.882,10.788,,,,30.787,,,,23.533,,7.322,,,,,7.617,,,7.617,,,,,,,,,20.88426403,0.418750449,0.522613291,1.782578691,37.53110377,,1.0367,1.159,,1.159,,0.592,,0.592,,,,,,
30,  RBTSN202007,07/04/20,8:01:17,07/04/20,1:01:17, 47 23.81 N, 124 26.00 W,47.397,124.433,123,6,,1.367,1.356,10.800,,,,30.683,,,,23.451,,7.481,,,,,7.840,,,7.840,,,,,,,,,20.59684373,0.413903037,0.573799031,1.745381831,37.85324933,,0.8808,1.012,,1.012,,0.486,,0.486,,,,,,
31,  RBTSN202007,07/04/20,12:19:37,07/04/20,5:19:37, 47 16.29 N, 123 58.95 W,47.272,123.983,132,1,,173.238,171.725,6.851,,,,33.863,,,,26.545,,2.685,,,,,2.925,,,2.925,,,,,,,,,33.87159247,0.349246171,2.58929E-05,2.437106193,48.72638048,,-0.0357,,,,,,,,,,,,,
32,  RBTSN202007,07/04/20,12:24:32,07/04/20,5:24:32, 47 16.29 N, 123 58.95 W,47.272,123.983,132,2,,80.422,79.738,7.484,,,,33.609,,,,26.257,,2.895,,,,,3.224,,,3.224,,,,,,,,,32.15558465,0.368962759,2.66327E-05,2.354779833,43.14934212,,0.0673,,,,,,,,,,,,,
33,  RBTSN202007,07/04/20,12:26:50,07/04/20,5:26:50, 47 16.29 N, 123 58.95 W,47.272,123.983,132,3,,30.569,30.313,9.388,,,,31.758,,,,24.520,,5.209,,,,,,,,,,,"bottle didn't close, got hung up on a hose clamp :(",,,,,,,,,,,,0.3804,,,,,,,,,,,,,
34,  RBTSN202007,07/04/20,12:27:57,07/04/20,5:27:57, 47 16.29 N, 123 58.95 W,47.272,123.983,132,4,,10.484,10.397,9.874,,,,31.207,,,,24.012,,5.830,,,,,6.247,,,6.247,,,,,,,,,23.5803413,0.370594547,0.661299872,1.935050172,40.2468808,,0.5253,0.747,,0.747,,0.325,,0.325,,,,,,
35,  RBTSN202007,07/04/20,12:28:11,07/04/20,5:28:11, 47 16.29 N, 123 58.95 W,47.272,123.983,132,5,,5.515,5.469,10.124,,,,31.002,,,,23.812,,6.188,,,,,6.372,,,6.372,,,,,,,,,23.05103628,0.376996735,0.782520612,1.913975912,40.36502756,,0.4389,0.667,,0.667,,0.391,,0.391,,,,,,
36,  RBTSN202007,07/04/20,12:28:22,07/04/20,5:28:22, 47 16.29 N, 123 58.95 W,47.272,123.983,132,6,,1.479,1.467,10.172,,,,30.961,,,,23.772,,6.241,,,,,6.515,,,6.515,,,,,,,,,22.84588753,0.374356522,0.814203852,1.910333352,40.25922505,,0.4373,0.690,,0.690,,0.405,,0.405,,,,,,
37,  RBTSN202007,07/04/20,16:51:38,07/04/20,9:51:38, 48 13.42 N, 123 29.21 W,48.224,123.487,136,1,,118.528,117.509,7.463,,,,33.518,,,,26.189,,3.177,,,,,3.415,,,3.415,,,,,,,,,31.7193362,0.311133829,1.03571E-05,2.320059857,44.34779614,,0.1511,,,,,,,,,,,,,
38,  RBTSN202007,07/04/20,16:53:33,07/04/20,9:53:33, 48 13.42 N, 123 29.21 W,48.224,123.487,136,2,,80.560,79.874,8.680,,,,32.363,,,,25.104,,4.328,,,,,4.568,,,4.568,,,,,,,,,27.94779166,0.327504016,0.292911097,2.139068697,42.68701442,,0.3957,,,,,,,,,,,,,
39,  RBTSN202007,07/04/20,16:56:23,07/04/20,9:56:23, 48 13.42 N, 123 29.21 W,48.224,123.487,136,3,,30.683,30.426,9.998,,,,30.900,,,,23.753,,5.522,,,,,5.754,,,5.754,,,Air bubble in sample,,,,,,23.55709882,0.372140604,0.702029337,1.975853737,40.95625114,,0.4322,0.794,,0.794,,0.603,,0.603,,,,,,
40,  RBTSN202007,07/04/20,16:57:31,07/04/20,9:57:31, 48 13.42 N, 123 29.21 W,48.224,123.487,136,4,,10.541,10.453,10.475,,,,30.526,,,,23.383,,6.064,,,,,6.319,,,6.319,,,,,,,,,21.73275837,0.373345192,0.888717577,1.893458477,39.56652981,,0.4709,1.116,,1.116,,0.578,,0.578,,,,,,
41,  RBTSN202007,07/04/20,16:57:46,07/04/20,9:57:46, 48 13.42 N, 123 29.21 W,48.224,123.487,136,5,,5.435,5.390,10.528,,,,30.465,,,,23.327,,6.120,,,,,6.440,,,6.440,,,,,,,,,21.65902727,0.37647218,0.850510816,1.885130716,39.73587673,,0.487,0.913,,0.913,,0.556,,0.556,,,,,,
42,  RBTSN202007,07/04/20,16:57:56,07/04/20,9:57:56, 48 13.42 N, 123 29.21 W,48.224,123.487,136,6,,1.475,1.463,10.579,,,,30.381,,,,23.252,,6.185,,,,,6.468,,,6.468,,,,,,,,,21.63637463,0.379029567,0.796934056,1.888447056,39.91842115,,0.3523,1.334,,1.334,,0.638,,0.638,,,,,,
43,  RBTSN202007,07/04/20,19:41:52,07/04/20,12:41:52, 48 16.38 N, 123 1.32 W,48.273,123.022,22,1,,96.538,95.713,8.227,,,,32.795,,,,25.511,,3.831,,,,,4.027,,,4.027,,,,,,,,,29.87291368,0.294906041,0.109230867,2.256697167,43.9292498,,0.2927,,,,,,,,,,,,,
44,  RBTSN202007,07/04/20,19:42:36,07/04/20,12:42:36, 48 16.38 N, 123 1.32 W,48.273,123.022,22,2,,80.434,79.750,8.341,,,,32.685,,,,25.407,,3.929,,,,,4.212,,,4.212,,,,,,,,,29.15320138,0.289275429,0.188474107,2.250574207,43.74693286,,0.3178,,,,,,,,,,,,,
45,  RBTSN202007,07/04/20,19:45:06,07/04/20,12:45:06, 48 16.38 N, 123 1.32 W,48.273,123.022,22,3,,30.577,30.321,10.503,,,,30.600,,,,23.436,,5.972,,,,,6.165,,,6.165,,,,,,,,,21.57597369,0.332844016,1.304902347,1.925513147,38.8879001,,0.5486,0.823,,0.823,,0.871,,0.871,,,,,,
46,  RBTSN202007,07/04/20,19:46:14,07/04/20,12:46:14, 48 16.38 N, 123 1.32 W,48.273,123.022,22,4,,10.540,10.453,10.584,,,,30.166,,,,23.085,,5.966,,,,,6.214,,,6.214,,,,,,,,,21.91057338,0.356975004,0.842933087,1.915118387,40.77590122,,0.4926,0.875,,0.875,,0.594,,0.594,,,,,,
47,  RBTSN202007,07/04/20,19:46:28,07/04/20,12:46:28, 48 16.38 N, 123 1.32 W,48.273,123.022,22,5,,5.521,5.475,10.605,,,,30.038,,,,22.981,,5.985,,,,,6.230,,,6.230,,,,,,,,,21.84109979,0.360671592,0.792328827,1.909271027,41.00864703,,0.4356,0.917,,0.917,,0.527,,0.527,,,,,,
48,  RBTSN202007,07/04/20,19:46:38,07/04/20,12:46:38, 48 16.38 N, 123 1.32 W,48.273,123.022,22,6,,1.412,1.401,10.625,,,,29.966,,,,22.922,,6.008,,,,,6.222,,,6.222,,,,,,,,,21.67400949,0.36443938,0.668499566,1.892330766,41.25158527,,0.2678,1.064,,1.064,,0.481,,0.481,,,,,,
49,  RBTSN202007,07/05/20,0:37:24,07/04/20,17:37:24, 47 42.16 N, 122 27.20 W,47.703,122.453,28,1,,173.616,172.100,10.502,,,,30.120,,,,23.066,,5.786,,,,,6.746,,,6.746,,,,,,,,,19.1636562,0.333053257,1.894808214,1.818526914,36.38748823,,0.1532,,,,,,,,,,,,,
50,  RBTSN202007,07/05/20,0:42:57,07/04/20,17:42:57, 47 42.16 N, 122 27.20 W,47.703,122.453,28,2,,80.640,79.954,11.030,,,,29.830,,,,22.749,,6.499,,,,,6.856,,,6.856,,,,,,,,,18.34725192,0.322581045,1.953823954,1.778574054,35.64419351,,0.1764,,,,,,,,,,,,,
51,  RBTSN202007,07/05/20,0:45:37,07/04/20,17:45:37, 47 42.16 N, 122 27.20 W,47.703,122.453,28,3,,30.608,30.351,11.431,,,,29.565,,,,22.473,,7.022,,,,,6.931,,,6.931,,,,,,,,,18.24493004,0.320652833,2.045899694,1.834461094,35.57624597,,0.1802,0.515,,0.515,,0.642,,0.642,,,,,,
52,  RBTSN202007,07/05/20,0:46:37,07/04/20,17:46:37, 47 42.16 N, 122 27.20 W,47.703,122.453,28,4,,10.568,10.480,12.231,,,,29.301,,,,22.126,,8.018,,,,,6.956,,,6.956,,,,,,,,,18.01559774,0.31174702,1.980650434,1.758335734,35.34078716,,0.9843,0.501,,0.501,,0.633,,0.633,,,,,,
53,  RBTSN202007,07/05/20,0:46:53,07/04/20,17:46:53, 47 42.16 N, 122 27.20 W,47.703,122.453,28,5,,5.623,5.576,12.336,,,,29.232,,,,22.053,,8.144,,,,,7.020,,,7.020,,,,,,,,,17.87186397,0.312809208,1.958756173,1.747940973,35.31203249,,1.0572,0.445,,0.445,,0.665,,0.665,,,,,,
54,  RBTSN202007,07/05/20,0:47:06,07/04/20,17:47:06, 47 42.16 N, 122 27.20 W,47.703,122.453,28,6,,1.501,1.489,13.031,,,,29.271,,,,21.954,,8.524,,,,,7.057,,,7.057,,,,,,,,,17.77918769,0.310596196,1.988046913,1.761041113,35.20108917,,0.762,0.534,,0.534,,0.518,,0.518,,,,,,
55,  RBTSN202007,07/04/20,22:24:54,07/04/20,15:24:54, 47 58.87 N, 122 37.25 W,47.981,122.621,7,1,,76.264,75.616,10.979,,,,30.237,,,,23.075,,6.450,,,,,6.019,,,6.019,,,,,,,,,23.98314957,0.195321943,1.55357E-05,2.102468736,42.98054963,,0.7821,,,,,,,,,,,,,
56,  RBTSN202007,07/04/20,22:26:44,07/04/20,15:26:44, 47 58.87 N, 122 37.25 W,47.981,122.621,7,2,,50.678,50.250,11.173,,,,30.033,,,,22.882,,6.611,,,,,6.755,,,6.755,,,,,,,,,19.65862392,0.281539331,1.879651276,1.879448576,36.81101028,,0.459,,,,,,,,,,,,,
57,  RBTSN202007,07/04/20,22:27:52,07/04/20,15:27:52, 47 58.87 N, 122 37.25 W,47.981,122.621,7,3,,30.527,30.271,11.203,,,,30.012,,,,22.860,,6.655,,,,,6.714,,,6.714,,,,,,,,,18.03746061,0.259034318,2.011022015,1.779277115,34.65012467,,0.4337,0.183,,0.183,,0.288,,0.288,,,,,,
58,  RBTSN202007,07/04/20,22:28:52,07/04/20,15:28:52, 47 58.87 N, 122 37.25 W,47.981,122.621,7,4,,10.504,10.416,11.266,,,,29.942,,,,22.794,,6.718,,,,,8.402,,,8.402,,,,,,,,,14.74441761,0.254542906,1.676580255,1.578580555,31.84254048,,0.3632,1.447,,1.447,,0.495,,0.495,,,,,,
59,  RBTSN202007,07/04/20,22:29:08,07/04/20,15:29:08, 47 58.87 N, 122 37.25 W,47.981,122.621,7,5,,5.626,5.579,11.268,,,,29.941,,,,22.793,,6.718,,,,,8.510,,,8.510,,,,,,,,,14.28295006,0.254679494,1.767133495,1.563018295,32.16933278,,0.2821,1.291,,1.291,,0.647,,0.647,,,,,,
60,  RBTSN202007,07/04/20,22:29:22,07/04/20,15:29:22, 47 58.87 N, 122 37.25 W,47.981,122.621,7,6,,1.615,1.602,11.340,,,,29.929,,,,22.771,,6.755,,,,,8.809,,,8.809,,,,,,,,,13.29134286,0.252537682,1.631994235,1.495367635,31.05830483,,0.183,1.376,,1.376,,0.849,,0.849,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
