record no,CRUISE_ID,DATE_UTC,TIME_UTC,DATE_LOCAL,TIME_LOCAL,LATITUDE_DEG,LONGITUDE_DEG,LATITUDE_DEC,LONGITUDE_DEC,STATION_NO,NISKIN_NO,NISKIN_NO_FLAG_W,CTDPRS_DBAR,DEPTH (M),CTDTMP_DEG_C_ITS90,CTDTMP2_DEC_C_ITS90,CTDTMP_FLAG_W,CTD/TEMP_COMMENTS,CTDSAL_PSS78,CTDSAL2_PSS78,CTDSAL_FLAG_W,CTD/SAL_COMMENTS,SIGMATHETA_KG_M3,SIGMATHETA2_KG_M3,CTDOXY_MG_L_1,CTDOXY_MG_L_2,CTDOXY_MG_L_AVG,CTDOXY_FLAG_W,CTD/O2_COMMENTS,OXYGEN_MG_L_1,OXYGEN_MG_L_2,OXYGEN_MG_L_3,OXYGEN_avg_mg_L,OXYGEN_UMOL_KG,OXYGEN_FLAG_W,OXYGEN COMMENTS,CTD_PH_NBS,SALINITY_PSS78_1,SALINITY_PSS78_2,SALINITY_FLAG_W,Nutrient lab temperature,NITRATE_UMOL_L,NITRITE_UMOL_L,AMMONIUM_UMOL_L,PHOSPHATE_UMOL_L,SILICATE_UMOL_L,NUTRIENTS_FLAG_W,CTD FLU (mg/m3),CHLA (ug/l),CHLA 2 (ug/l),CHLA avg (ug/l),CHLA_FLAG_W,PHAEOPIGMENT (ug/l),PHAEOPIGMENT 2 (ug/l),PHAEOPIGMENT avg (ug/l),PHAEOPIGMENT_FLAG_W,TA_UMOL_KG,TA_FLAG_W,DIC_UMOL_KG,DIC_FLAG_W,SECCHI DEPTH (m)
11,  RBTSN201805,5/23/2018,18:54:38,05/23/2018,11:54:38,  48 23.81 N,  124 26.00 W,47.9645,-124.9512,381,11,,1.462,1.45,11.7359,,2,,31.3407,,2,,23.7969,,12.4841,,12.484,2,,12.795,,,12.795,390.6,2,,,,,,,0.1,0.01,0.04,0.03,2.22,2,2.0656,,,,,,,,,2141,2,1850,2,
12,  RBTSN201805,5/23/2018,18:54:40,05/23/2018,11:54:40,  48 23.81 N,  124 26.00 W,47.9645,-124.9512,381,12,,1.494,1.482,11.7387,,2,,31.341,,2,,23.7966,,12.511,,12.511,2,,12.612,,,12.612,385,2,,,,,,,0.08,0,0.48,0.06,1.54,2,2.1067,,,,,,,,,2141.3,2,1849.6,2,
13,  RBTSN201805,5/24/2018,3:27:42,05/23/2018,20:27:42,  48 23.81 N,  124 26.00 W,48.465,-124.7828,120,1,,278.669,276.165,6.6752,,2,,33.9754,,2,,26.6588,,2.4219,,2.422,2,,2.642,,,2.642,80.4,2,,,,,,,33.45,0.07,0,2.46,55.28,2,0.0093,,,,,,,,,2284,2,2107.3,2,
14,  RBTSN201805,5/24/2018,3:27:45,05/23/2018,20:27:45,  48 23.81 N,  124 26.00 W,48.465,-124.7828,120,2,,279.77,277.256,6.6757,,2,,33.9751,,2,,26.6586,,2.4194,,2.419,2,,2.596,,,2.596,79,2,,,,,,,34.32,0.08,0.15,2.42,54.2,2,0.0021,,,,,,,,,2272,2,2255,2,
15,  RBTSN201805,5/24/2018,3:36:27,05/23/2018,20:36:27,  48 23.81 N,  124 26.00 W,48.465,-124.7828,120,3,,12.041,11.941,9.9065,,2,,32.0535,,2,,24.6676,,8.7367,,8.737,2,,12.870,,,12.870,392.5,3,,,,,,,2.51,0.05,0.23,0.27,7.69,2,2.8889,,,,,,,,,2185.5,2,1959.5,2,
16,  RBTSN201805,5/24/2018,3:36:30,05/23/2018,20:36:30,  48 23.81 N,  124 26.00 W,48.465,-124.7828,120,4,,11.261,11.167,10.1735,,2,,31.908,,2,,24.51,,9.3432,,9.343,2,,11.981,,,11.981,365.5,3,,,,,,,2.09,0.07,0.47,0.3,9.13,2,3.6424,,,,,,,,,2176,2,1955,2,
17,  RBTSN201805,5/24/2018,3:36:53,05/23/2018,20:36:53,  48 23.81 N,  124 26.00 W,48.465,-124.7828,120,5,,6.504,6.45,10.8136,,2,,31.6568,,2,,24.2057,,12.7159,,12.716,2,,14.305,,,14.305,436.5,2,,,,,,,0.25,0.02,0.28,0.15,4.76,2,6.532,,,,,,,,,2166,2,1901,2,
18,  RBTSN201805,5/24/2018,3:36:55,05/23/2018,20:36:55,  48 23.81 N,  124 26.00 W,48.465,-124.7828,120,6,,5.615,5.569,10.8171,,2,,31.6568,,2,,24.2051,,12.7512,,12.751,2,,13.899,,,13.899,424.1,2,,,,,,,0.17,0.02,0.39,0.14,6.69,2,6.5858,,,,,,,,,2162,2,1902,2,
19,  RBTSN201805,5/24/2018,3:37:14,05/23/2018,20:37:14,  48 23.81 N,  124 26.00 W,48.465,-124.7828,120,7,,2.984,2.959,10.8263,,2,,31.657,,2,,24.2037,,12.8055,,12.806,2,,13.114,,,13.114,400.2,2,,,,,,,0.13,0.02,0.29,0.13,5.4,2,6.532,,,,,,,,,2163,2,1901.1,2,
20,  RBTSN201805,5/24/2018,3:37:17,05/23/2018,20:37:17,  48 16.32 N,  123 58.96 W,48.465,-124.7828,120,8,,1.974,1.958,10.8207,,2,,31.6585,,2,,24.2058,,12.7934,,12.793,2,,13.058,,,13.058,398.4,2,,,,,,,0.13,0.02,0.72,0.21,3.92,2,6.6553,,,,,,,,,2174,2,1934,2,
21,  RBTSN201805,5/24/2018,6:00:07,05/23/2018,23:00:07,  48 16.32 N,  123 58.96 W,48.3968,-124.4333,123,1,,223.614,221.635,7.1449,,2,,33.9134,,2,,26.5458,,2.6746,,2.675,2,,2.781,,,2.781,84.7,2,,,,,,,31.86,0.1,0.33,2.29,50.99,2,0.0216,,,,,,,,,2271.4,2,2246.8,2,
22,  RBTSN201805,5/24/2018,6:00:10,05/23/2018,23:00:10,  48 16.32 N,  123 58.96 W,48.3968,-124.4333,123,2,,224.186,222.201,7.1451,,2,,33.9133,,2,,26.5457,,2.6753,,2.675,2,,3.011,,,3.011,91.7,2,,,,,,,32.54,0.08,0.32,2.32,51.63,2,0.0338,,,,,,,,,2269,2,2241,2,
23,  RBTSN201805,5/24/2018,6:07:02,05/23/2018,23:07:02,  48 16.32 N,  123 58.96 W,48.3968,-124.4333,123,3,,11.514,11.418,9.5654,,2,,31.7997,,2,,24.5247,,7.4805,,7.481,2,,8.617,,,8.617,262.9,2,,,,,,,15.71,0.28,0.48,1.24,29.1,2,1.0554,,,,,,,,,2162.1,2,2044.3,2,
24,  RBTSN201805,5/24/2018,6:07:04,05/23/2018,23:07:04,  48 16.32 N,  123 58.96 W,48.3968,-124.4333,123,4,,11.123,11.031,9.5933,,2,,31.7928,,2,,24.5148,,7.5843,,7.584,2,,8.180,,,8.180,249.5,2,,,,,,,16.62,0.27,0.56,1.36,29.35,2,1.1082,,,,,,,,,2164,2,2045,2,
25,  RBTSN201805,5/24/2018,6:07:07,05/23/2018,23:07:07,  48 16.32 N,  123 58.96 W,48.3968,-124.4333,123,5,,11.203,11.11,9.6415,,2,,31.7834,,2,,24.4997,,7.654,,7.654,2,,,,,,,9,,,,,,,,,,,,9,1.2161,,,,,,,,,,9,,9,
26,  RBTSN201805,5/24/2018,6:07:32,05/23/2018,23:07:32,  48 16.32 N,  123 58.96 W,48.3968,-124.4333,123,6,,6.094,6.043,10.573,,2,,31.6229,,2,,24.2206,,10.3657,,10.366,2,,11.075,,,11.075,337.9,2,,,,,,,7.01,0.28,0.58,0.68,18.85,2,3.8179,,,,,,,,,2161,2,1982,2,
27,  RBTSN201805,5/24/2018,6:07:36,05/23/2018,23:07:36,  48 16.32 N,  123 58.96 W,48.3968,-124.4333,123,7,,6.192,6.14,10.5491,,2,,31.6283,,2,,24.2288,,10.5094,,10.509,2,,10.852,,,10.852,331.1,2,,,,,,,6.92,0.28,0.33,0.68,19.1,2,4.086,,,,,,,,,2157.5,2,1984.9,2,
28,  RBTSN201805,5/24/2018,6:07:38,05/23/2018,23:07:38,  48 16.32 N,  123 58.96 W,48.3968,-124.4333,123,8,,6.384,6.331,10.5327,,2,,31.6314,,2,,24.2341,,10.4922,,10.492,2,,,,,,,9,,,,,,,,,,,,9,3.9402,,,,,,,,,,9,,9,
29,  RBTSN201805,5/24/2018,6:08:03,05/23/2018,23:08:03,  48 16.32 N,  123 58.96 W,48.3968,-124.4333,123,9,,3.168,3.142,10.7479,,2,,31.5983,,2,,24.1715,,11.0087,,11.009,2,,11.450,,,11.450,349.4,2,,,,,,,,,,,,9,4.3217,,,,,,,,,2163,2,1968,2,
30,  RBTSN201805,5/24/2018,6:08:06,05/23/2018,23:08:06,  48 16.32 N,  123 58.96 W,48.3968,-124.4333,123,10,,2.201,2.182,10.7479,,2,,31.5997,,2,,24.1726,,11.1877,,11.188,2,,11.549,,,11.549,352.4,2,,,,,,,4.5,0.27,0.23,0.54,17.03,2,4.5223,,,,,,,,,2164.1,2,1968.8,2,
31,  RBTSN201805,5/24/2018,6:08:09,05/23/2018,23:08:09,  48 13.40 N,  123 28.98 W,48.3968,-124.4333,123,11,,2.42,2.4,10.7443,,2,,31.6002,,2,,24.1736,,11.1535,,11.154,2,,,,,,,9,,,,,,,4.23,0.27,0.34,0.53,17.74,2,4.4339,,,,,,,,,,9,,9,
32,  RBTSN201805,5/24/2018,8:26:39,05/24/2018,1:26:39,  48 13.40 N,  123 28.98 W,48.272,-123.9827,132,1,,160.055,158.663,7.4695,,2,,33.828,,2,,26.4323,,2.9516,,2.952,2,,3.254,,,3.254,99.1,2,,,,,,,30.37,0.18,0,2.21,46.69,2,0.047,,,,,,,,,2254.7,2,2228.9,2,
33,  RBTSN201805,5/24/2018,8:26:42,05/24/2018,1:26:42,  48 13.40 N,  123 28.98 W,48.272,-123.9827,132,2,,160.206,158.812,7.4699,,2,,33.8279,,2,,26.4322,,2.9487,,2.949,2,,3.175,,,3.175,96.7,2,,,,,,,31.46,0.13,0,2.23,46.1,2,0.0141,,,,,,,,,2254,2,2230,2,
34,  RBTSN201805,5/24/2018,8:31:48,05/24/2018,1:31:48,  48 13.40 N,  123 28.98 W,48.272,-123.9827,132,3,,11.23,11.136,9.6577,,2,,32.079,,2,,24.7279,,7.0421,,7.042,2,,7.434,,,7.434,226.7,2,,,,,,,19.51,0.29,1.44,1.56,30.94,2,0.3594,,,,,,,,,2168,2,2048,2,
35,  RBTSN201805,5/24/2018,8:31:50,05/24/2018,1:31:50,  48 13.40 N,  123 28.98 W,48.272,-123.9827,132,4,,11.048,10.956,9.7061,,2,,32.0562,,2,,24.7023,,6.995,,6.995,2,,7.608,,,7.608,232,2,,,,,,,19.24,0.24,1.07,1.57,30.78,2,0.351,,,,,,,,,2167,2,2077,2,
36,  RBTSN201805,5/24/2018,8:31:52,05/24/2018,1:31:52,  48 13.40 N,  123 28.98 W,48.272,-123.9827,132,5,,11.34,11.246,9.6562,,2,,32.0794,,2,,24.7285,,7.0406,,7.041,2,,,,,,,9,,,,,,,,,,,,9,0.3636,,,,,,,,,,9,,9,
37,  RBTSN201805,5/24/2018,8:32:12,05/24/2018,1:32:12,  48 13.40 N,  123 28.98 W,48.272,-123.9827,132,6,,5.655,5.607,9.731,,2,,31.7333,,2,,24.4461,,7.0744,,7.074,2,,7.223,,,7.223,220.4,2,,,,,,,20.83,0.41,1.26,1.73,34.83,2,0.1845,,,,,,,,,2147.5,2,2073,2,
38,  RBTSN201805,5/24/2018,8:32:15,05/24/2018,1:32:15,  48 13.40 N,  123 28.98 W,48.272,-123.9827,132,7,,5.828,5.78,9.7304,,2,,31.7323,,2,,24.4454,,7.0753,,7.075,2,,7.351,,,7.351,224.2,2,two bottles labeled as 33,,,,,,20.74,0.27,1.24,1.71,34.69,2,0.1781,,,,,,,,,2155,2,2075,2,
39,  RBTSN201805,5/24/2018,8:32:17,05/24/2018,1:32:17,  48 13.40 N,  123 28.98 W,48.272,-123.9827,132,8,,5.919,5.87,9.7311,,2,,31.7335,,2,,24.4463,,7.0854,,7.085,2,,,,,,,9,,,,,,,,,,,,9,0.204,,,,,,,,,,9,,9,
40,  RBTSN201805,5/24/2018,8:32:38,05/24/2018,1:32:38,  48 13.40 N,  123 28.98 W,48.272,-123.9827,132,9,,2.229,2.211,9.7306,,2,,31.7325,,2,,24.4455,,7.0771,,7.077,2,,7.097,,,7.097,216.5,2,two bottles labeled as 33,,,,,,20.71,0.27,1.14,1.71,35.41,2,0.2032,,,,,,,,,2152.5,2,2073.3,2,
41,  RBTSN201805,5/24/2018,8:32:40,05/24/2018,1:32:40,  48 13.40 N,  123 28.98 W,48.272,-123.9827,132,10,,1.825,1.809,9.7312,,2,,31.7332,,2,,24.4459,,7.0764,,7.076,2,,3.425,,,3.425,,5,,,,,,,20.63,0.26,1.24,1.72,34.79,2,0.181,,,,,,,,,2136,2,2102,2,
42,  RBTSN201805,5/24/2018,8:32:43,05/24/2018,1:32:43,  48 16.37 N,  123 01.16 W,48.272,-123.9827,132,11,,2.099,2.081,9.7309,,2,,31.7321,,2,,24.4451,,7.0807,,7.081,2,,,,,,,9,,,,,,,,,,,,9,0.1835,,,,,,,,,,9,,9,
43,  RBTSN201805,5/24/2018,11:25:02,05/24/2018,4:25:02,  48 16.37 N,  123 01.16 W,48.2233,-123.483,136,1,,131.579,130.443,7.7674,,2,,33.6936,,2,,26.2837,,3.3026,,3.303,2,,3.401,,,3.401,103.6,2,,,,,,,30.29,0.25,0.2,2.13,43.14,2,0.0462,,,,,,,,,2248,2,2214,2,
44,  RBTSN201805,5/24/2018,11:25:05,05/24/2018,4:25:05,  48 16.37 N,  123 01.16 W,48.2233,-123.483,136,2,,131.722,130.585,7.7684,,2,,33.6926,,2,,26.2828,,3.3065,,3.307,2,,7.145,,,7.145,,5,this seems high for being a duplicate ,,,,,,30.03,0.16,0,2.11,42.77,2,0.0472,,,,,,,,,2260.1,2,2180.3,2,
45,  RBTSN201805,5/24/2018,11:29:04,05/24/2018,4:29:04,  48 16.37 N,  123 01.16 W,48.2233,-123.483,136,3,,10.639,10.551,9.6553,,2,,31.3555,,2,,24.1634,,6.8641,,6.864,2,,7.133,,,7.133,217.7,2,,,,,,,21.49,0.28,1.13,1.76,36.09,2,0.1442,,,,,,,,,2135,2,2063,2,
46,  RBTSN201805,5/24/2018,11:29:07,05/24/2018,4:29:07,  48 16.37 N,  123 01.16 W,48.2233,-123.483,136,4,,10.762,10.672,9.6552,,2,,31.3566,,2,,24.1643,,6.8595,,6.860,2,,7.582,,,7.582,231.4,2,,,,,,,21.26,0.3,1.46,1.74,36.8,2,0.1636,,,,,,,,,2137,2,2003,2,
47,  RBTSN201805,5/24/2018,11:29:09,05/24/2018,4:29:09,  48 16.37 N,  123 01.16 W,48.2233,-123.483,136,5,,10.972,10.88,9.6553,,2,,31.356,,2,,24.1638,,6.8597,,6.860,2,,,,,,,9,,,,,,,,,,,,9,0.1566,,,,,,,,,,9,,9,
48,  RBTSN201805,5/24/2018,11:29:28,05/24/2018,4:29:28,  48 16.37 N,  123 01.16 W,48.2233,-123.483,136,6,,6.417,6.363,9.6633,,2,,31.3346,,2,,24.1458,,6.9216,,6.922,2,,7.185,,,7.185,219.2,2,,,,,,,21.17,0.28,1.33,1.76,35.94,2,0.1639,,,,,,,,,2138.5,2,2064.8,2,
49,  RBTSN201805,5/24/2018,11:29:31,05/24/2018,4:29:31,  48 16.37 N,  123 01.16 W,48.2233,-123.483,136,7,,6.097,6.046,9.6628,,2,,31.3359,,2,,24.1468,,6.9464,,6.946,2,,7.073,,,7.073,215.8,2,,,,,,,21.12,0.29,1.2,1.77,36.73,2,0.1671,,,,,,,,,2133.9,2,2062.6,2,
50,  RBTSN201805,5/24/2018,11:29:34,05/24/2018,4:29:34,  48 16.37 N,  123 01.16 W,48.2233,-123.483,136,8,,5.998,5.948,9.6625,,2,,31.3375,,2,,24.1482,,6.9172,,6.917,2,,,,,,,9,,,,,,,,,,,,9,0.1482,,,,,,,,,,9,,9,
51,  RBTSN201805,5/24/2018,11:29:56,05/24/2018,4:29:56,  48 16.37 N,  123 01.16 W,48.2233,-123.483,136,9,,2.036,2.019,9.6652,,2,,31.3328,,2,,24.144,,6.9653,,6.965,2,,7.161,,,7.161,218.5,2,,,,,,,21.08,0.29,1.35,1.75,36.7,2,0.1532,,,,,,,,,2142.1,2,2062.3,2,
52,  RBTSN201805,5/24/2018,11:29:58,05/24/2018,4:29:58,  48 16.37 N,  123 01.16 W,48.2233,-123.483,136,10,,2.089,2.071,9.6637,,2,,31.3273,,2,,24.1399,,6.9766,,6.977,2,,7.228,,,7.228,220.6,2,,,,,,,21.09,0.31,1.68,1.74,35.98,2,0.1552,,,,,,,,,2136,2,2064,2,
53,  RBTSN201805,5/24/2018,11:30:02,05/24/2018,4:30:02,  47 42.17 N,  122 27.21 W,48.2233,-123.483,136,11,,1.931,1.915,9.663,,2,,31.3325,,2,,24.1441,,6.9652,,6.965,2,,,,,,,9,,,,,,,,,,,,9,0.1524,,,,,,,,,,9,,9,
54,  RBTSN201805,5/24/2018,14:19:34,05/24/2018,7:19:34,  47 42.17 N,  122 27.21 W,48.2728,-123.0193,22,1,,106.151,105.241,8.3421,,2,,32.857,,2,,25.5423,,4.381,,4.381,2,,4.516,,,4.516,137.6,2,,,,,,,26.78,0.18,0.56,2.03,41.58,2,0.1434,,,,,,,,,2208,2,2166,2,
55,  RBTSN201805,5/24/2018,14:19:36,05/24/2018,7:19:36,  47 42.17 N,  122 27.21 W,48.2728,-123.0193,22,2,,107.654,106.731,8.3433,,2,,32.856,,2,,25.5414,,4.3752,,4.375,2,,4.485,,,4.485,136.7,2,,,,,,,26.98,0.19,0.51,2.04,42.27,2,0.1467,,,,,,,,,2208.6,2,2167.8,2,
56,  RBTSN201805,5/24/2018,14:23:03,05/24/2018,7:23:03,  47 42.17 N,  122 27.21 W,48.2728,-123.0193,22,3,,12.26,12.158,10.0272,,2,,30.638,,2,,23.5439,,7.2067,,7.207,2,,7.525,,,7.525,229.8,2,,,,,,,19.94,0.32,1.19,1.69,35.53,2,0.2478,,,,,,,,,2100,2,1981,2,
57,  RBTSN201805,5/24/2018,14:23:06,05/24/2018,7:23:06,  47 42.17 N,  122 27.21 W,48.2728,-123.0193,22,4,,11.717,11.619,10.0382,,2,,30.6313,,2,,23.5369,,7.2141,,7.214,2,,7.473,,,7.473,228.2,2,,,,,,,19.74,0.31,1.62,1.64,36.13,2,0.2934,,,,,,,,,2102.1,2,2028.4,2,
58,  RBTSN201805,5/24/2018,14:23:09,05/24/2018,7:23:09,  47 42.17 N,  122 27.21 W,48.2728,-123.0193,22,5,,11.629,11.532,10.0369,,2,,30.632,,2,,23.5376,,7.2335,,7.234,2,,,,,,,9,,,,,,,,,,,,9,0.2665,,,,,,,,,,9,,9,
59,  RBTSN201805,5/24/2018,14:23:32,05/24/2018,7:23:32,  47 42.17 N,  122 27.21 W,48.2728,-123.0193,22,6,,7.438,7.376,10.056,,2,,30.6197,,2,,23.5249,,7.2526,,7.253,2,,7.439,,,7.439,227.1,2,,,,,,,19.46,0.32,1.18,1.67,36.49,2,0.2762,,,,,,,,,2107,2,2018,2,
60,  RBTSN201805,5/24/2018,14:23:35,05/24/2018,7:23:35,  47 42.17 N,  122 27.21 W,48.2728,-123.0193,22,7,,6.133,6.081,10.061,,2,,30.6161,,2,,23.5212,,7.2596,,7.260,2,,7.443,,,7.443,227.3,2,,,,,,,19.43,0.32,1.3,1.67,35.56,2,0.2705,,,,,,,,,2112.6,2,2026.9,2,
61,  RBTSN201805,5/24/2018,14:23:38,05/24/2018,7:23:38,  47 42.17 N,  122 27.21 W,48.2728,-123.0193,22,8,,6.27,6.218,10.0631,,2,,30.6149,,2,,23.5199,,7.2675,,7.268,2,,,,,,,9,,,,,,,,,,,,9,0.3012,,,,,,,,,,9,,9,
62,  RBTSN201805,5/24/2018,14:23:54,05/24/2018,7:23:54,  47 42.17 N,  122 27.21 W,48.2728,-123.0193,22,9,,3.595,3.566,10.0812,,2,,30.6021,,2,,23.507,,7.2969,,7.297,2,,7.750,,,7.750,236.6,2,,,,,,,19.39,0.34,1.03,1.69,35.3,2,0.2847,,,,,,,,,2104,2,2025,2,
63,  RBTSN201805,5/24/2018,14:23:56,05/24/2018,7:23:56,  47 42.17 N,  122 27.21 W,48.2728,-123.0193,22,10,,2.817,2.793,10.0824,,2,,30.6017,,2,,23.5065,,7.2985,,7.299,2,,7.672,,,7.672,234.3,2,,,,,,,19.37,0.34,1.47,1.69,35.72,2,0.2832,,,,,,,,,2097,2,2039.3,2,
64,  RBTSN201805,5/24/2018,14:23:58,05/24/2018,7:23:58,  47 42.17 N,  122 27.21 W,48.2728,-123.0193,22,11,,1.805,1.789,10.0966,,2,,30.5944,,2,,23.4984,,7.2998,,7.300,2,,,,,,,9,,,,,,,,,,,,9,0.2224,,,,,,,,,,9,,9,
65,  RBTSN201805,5/24/2018,19:51:47,05/24/2018,12:51:47,  47 57.87 N,  124 57.07 W,47.7028,-122.4535,28,1,,186.714,185.078,9.2931,,2,,29.8419,,2,,23.0409,,6.9123,,6.912,2,,7.259,,,7.259,221.8,2,,,,,,,21.63,0.5,2.47,1.91,44.54,2,0.0697,,,,,,,,,2072,2,2008,2,
66,  RBTSN201805,5/24/2018,19:51:50,05/24/2018,12:51:50,  47 57.87 N,  124 57.07 W,47.7028,-122.4535,28,2,,187.981,186.334,9.2911,,2,,29.843,,2,,23.042,,6.9031,,6.903,2,,7.353,,,7.353,224.6,2,,,,,,,21.83,0.47,2.09,1.93,44.86,2,0.0759,,,,,,,,,2074.8,2,2031.2,2,
67,  RBTSN201805,5/24/2018,19:55:20,05/24/2018,12:55:20,  47 57.87 N,  124 57.07 W,47.7028,-122.4535,28,3,,82.874,82.168,9.8077,,2,,29.5524,,2,,22.7337,,7.5586,,7.559,2,,,,,,,9,,,,,,,18.4,0.37,2.12,1.7,36.3,2,0.0711,,,,,,,,,,9,,9,
68,  RBTSN201805,5/24/2018,19:55:22,05/24/2018,12:55:22,  47 57.87 N,  124 57.07 W,47.7028,-122.4535,28,4,,81.6,80.906,9.8106,,2,,29.542,,2,,22.7251,,7.5655,,7.566,2,,,,,,,9,,,,,,,18.19,0.32,2.37,1.68,37.36,2,0.0774,,,,,,,,,,9,,9,
