record no,CRUISE_ID,DATE_UTC,TIME_UTC,DATE_LOCAL,TIME_LOCAL,LATITUDE_DEG,LONGITUDE_DEG,LATITUDE_DEC,LONGITUDE_DEC,STATION_NO,NISKIN_NO,NISKIN_NO_FLAG_W,CTDPRS_DBAR,DEPTH (M),CTDTMP_DEG_C_ITS90,CTDTMP2_DEC_C_ITS90,CTDTMP_FLAG_W,CTD/TEMP_COMMENTS,CTDSAL_PSS78,CTDSAL2_PSS78,CTDSAL_FLAG_W,CTD/SAL_COMMENTS,SIGMATHETA_KG_M3,SIGMATHETA2_KG_M3,CTDOXY_MG_L_1,CTDOXY_MG_L_2,CTDOXY_MG_L_AVG,CTDOXY_FLAG_W,CTD/O2_COMMENTS,OXYGEN_MG_L_1,OXYGEN_MG_L_2,OXYGEN_MG_L_3,OXYGEN_avg_mg_L,OXYGEN_UMOL_KG,OXYGEN_FLAG_W,OXYGEN COMMENTS,CTD_PH_NBS,SALINITY_PSS78_1,SALINITY_PSS78_2,SALINITY_FLAG_W,Nutrient lab temperature,NITRATE_UMOL_L,NITRITE_UMOL_L,AMMONIUM_UMOL_L,PHOSPHATE_UMOL_L,SILICATE_UMOL_L,NUTRIENTS_FLAG_W,CTD FLU (mg/m3),CHLA (ug/l),CHLA 2 (ug/l),CHLA avg (ug/l),CHLA_FLAG_W,PHAEOPIGMENT (ug/l),PHAEOPIGMENT 2 (ug/l),PHAEOPIGMENT avg (ug/l),PHAEOPIGMENT_FLAG_W,TA_UMOL_KG,TA_FLAG_W,DIC_UMOL_KG,DIC_FLAG_W,SECCHI DEPTH (m)
11,SH1604,3/18/2016,10:24:50,3/18/2016,3:24:50,47 58.66 N,122 157.32 W,47.9777,-122.6223,7,1,,49.025,,9.1074,,2,,29.2045,,2,,22.568,,8.956,,,2,,8.546,-999,,8.546,261.2,,,,,,,,23.18,0.37,1.18,1.95,51.34,2,,,,,,,,,,2010.6,2,1943,2,
12,SH1604,3/18/2016,10:26:42,3/18/2016,3:26:42,47 58.65 N,122 157.32 W,47.9775,-122.6223,7,5,,30.427,,9.1077,,2,,29.1332,,2,,22.513,,8.9578,,,2,,8.562,-999,,8.562,261.7,,,,,,,,23.01,0.36,1.78,1.93,54.28,2,,,,,,,,,,-999,9,-999,9,
13,SH1604,3/18/2016,10:28:03,3/18/2016,3:28:03,47 58.63 N,122 157.32 W,47.9773,-122.6223,7,7,,20.393,,9.1095,,2,,29.0658,,2,,22.46,,8.9906,,,2,,8.626,-999,,8.626,263.7,,,,,,,,23.01,0.36,0.32,2.01,54.87,2,,,,,,,,,,2020.2,2,1941.4,2,
14,SH1604,3/18/2016,10:29:24,3/18/2016,3:29:24,47 58.63 N,122 157.32 W,47.9773,-122.6225,7,9,,9.807,,9.1085,,2,,29.0627,,2,,22.457,,8.9851,,,2,,8.626,-999,,8.626,263.7,,,,,,,,22.96,0.34,0.26,1.99,55.67,2,,,,,,,,,,-999,9,-999,9,
15,SH1604,3/18/2016,10:30:34,3/18/2016,3:30:34,47 58.63 N,122 157.32 W,47.9772,-122.6225,7,10,,5.282,,9.1083,,2,,29.0592,,2,,22.455,,8.9989,,,2,,8.585,-999,,8.585,262.4,,,,,,,,22.95,0.34,0.12,2.02,52.22,2,,,,,,,,,,-999,9,-999,9,
16,SH1604,3/18/2016,10:31:35,3/18/2016,3:31:35,47 58.63 N,122 157.32 W,47.9772,-122.6225,7,11,,1.584,,9.1269,,2,,28.2421,,2,,21.814,,9.1488,,,2,,8.568,-999,,8.568,262.1,,,,,,,,23.07,0.34,0.08,2.01,52.25,2,,,,,,,,,,1999.3,2,1932.9,2,
17,SH1604,3/18/2016,13:06:29,3/18/2016,6:06:29,48 16.27 N,123 181.26 W,48.2713,-123.0212,22,1,,109.923,,9.1585,,2,,30.6425,,2,,23.684,,8.5631,,,2,,8.279,8.231,,8.255,252,,,,,,,,20.51,0.33,0,1.8,39.17,2,,,,,,,,,,2087.3,6,2004.5,6,
18,SH1604,3/18/2016,13:08:41,3/18/2016,6:08:41,48 16.27 N,123 181.26 W,48.2712,-123.0213,22,3,,50.827,,9.132,,2,,30.4636,,2,,23.549,,8.7149,,,2,,8.344,8.298,,8.321,254.1,,,,,,,,20.18,0.35,0.07,1.65,41.27,2,,,,,,,,,,2080.8,6,2000.4,6,
19,SH1604,3/18/2016,13:10:18,3/18/2016,6:10:18,48 16.27 N,123 181.26 W,48.2712,-123.0215,22,5,,30.448,,9.1226,,2,,30.2302,,2,,23.368,,8.8857,,,2,,8.477,8.469,,8.473,258.8,,,,,,,,21.08,0.36,0.24,1.85,42.19,2,,,,,,,,,,2071,2,1992.3,2,
20,SH1604,3/18/2016,13:11:39,3/18/2016,6:11:39,48 16.27 N,123 181.26 W,48.2713,-123.0215,22,7,,20.498,,9.0941,,2,,30.0933,,2,,23.265,,8.9506,,,2,,8.54,8.573,,8.5565,261.3,,,,,,,,21.23,0.36,0.65,1.9,43.22,2,,,,,,,,,,2069,2,1990.3,2,
21,SH1604,3/18/2016,13:13:01,3/18/2016,6:13:01,48 16.29 N,123 181.26 W,48.2715,-123.0217,22,9,,10.038,,9.0795,,2,,29.9362,,2,,23.144,,8.9857,,,2,,8.611,-999,,8.611,263,,,,,,,,21.35,0.34,0,1.81,45.42,2,,,,,,,,,,2058.2,2,1979.6,2,
22,SH1604,3/18/2016,13:14:04,3/18/2016,6:14:04,48 16.3 N,123 181.26 W,48.2717,-123.0217,22,10,,5.779,,9.0853,,2,,29.8489,,2,,23.075,,9.0023,,,2,,8.611,9.12,,8.8655,270.8,,,,,,,,22.03,0.35,0.65,1.92,46.15,2,,,,,,,,,,2047.9,2,1977.1,2,
23,SH1604,3/18/2016,13:15:08,3/18/2016,6:15:08,48 16.3 N,123 181.26 W,48.2718,-123.0217,22,11,,1.881,,9.086,,2,,29.8732,,2,,23.094,,8.987,,,2,,8.811,9.045,,8.928,272.7,,,,,,,,22.1,0.35,0,1.94,45.68,2,,,,,,,,,,2049.5,6,1977.2,6,
24,SH1604,3/18/2016,17:00:52,3/18/2016,10:00:52,48 12.15 N,123 206.76 W,48.2025,-123.446,136,1,,132.94,,9.7469,,2,,31.9383,,2,,24.604,,8.0504,,,2,,7.82,-999,,7.82,238.5,,,,,,,,13.61,0.31,0.03,1.34,23.51,2,,,,,,,,,,2160.3,"3,6",2038.8,2,
25,SH1604,3/18/2016,17:02:21,3/18/2016,10:02:21,48 12.16 N,123 206.76 W,48.2028,-123.4462,136,3,,111.568,,9.7627,,2,,31.8519,,2,,24.534,,8.1565,,,2,,7.876,-999,,7.876,240.2,,,,,,,,13.53,0.39,0.41,1.36,25.73,2,,,,,,,,,,-999,9,-999,9,
26,SH1604,3/18/2016,17:04:18,3/18/2016,10:04:18,48 12.19 N,123 206.76 W,48.2033,-123.4463,136,4,,82.931,,9.4739,,2,,31.4225,,2,,24.245,,8.253,,,2,,7.938,-999,,7.938,242.2,,,,,,,,16.66,0.32,0,1.56,30.38,2,,,,,,,,,,-999,9,-999,9,
27,SH1604,3/18/2016,17:05:53,3/18/2016,10:05:53,48 12.19 N,123 206.76 W,48.2033,-123.4462,136,5,,51.092,,9.3293,,2,,31.13,,2,,24.039,,8.3885,,,2,,8.046,-999,,8.046,245.6,,,,,,,,17.75,0.32,0,1.64,32.52,2,,,,,,,,,,2118.4,2,2023.9,2,
28,SH1604,3/18/2016,17:07:16,3/18/2016,10:07:16,48 12.19 N,123 206.76 W,48.2033,-123.4462,136,7,,31.064,,9.2777,,2,,30.983,,2,,23.932,,8.4871,,,2,,8.163,-999,,8.163,249.1,,,,,,,,18.5,0.35,0,1.67,34.65,2,,,,,,,,,,-999,9,-999,9,
29,SH1604,3/18/2016,17:08:50,3/18/2016,10:08:50,48 12.21 N,123 206.76 W,48.2035,-123.4463,136,8,,20.229,,9.1392,,2,,30.4528,,2,,23.539,,8.8413,,,2,,8.482,-999,,8.482,259,,,,,,,,19.81,0.34,0.03,1.77,38.98,2,,,,,,,,,,2087.1,2,2001.4,2,
30,SH1604,3/18/2016,17:09:58,3/18/2016,10:09:58,48 12.22 N,123 206.76 W,48.2038,-123.4467,136,9,,10.001,,9.1482,,2,,30.3996,,2,,23.496,,8.9718,,,2,,8.651,-999,,8.651,264.1,,,,,,,,19.59,0.31,0.13,1.74,39.28,2,,,,,,,,,,-999,9,-999,9,
31,SH1604,3/18/2016,17:11:06,3/18/2016,10:11:06,48 12.25 N,123 206.82 W,48.2043,-123.447,136,10,,5.492,,9.1437,,2,,30.3473,,2,,23.456,,9.1434,,,2,,8.952,-999,,8.952,273.4,,,,,,,,19.35,0.31,0.88,1.74,38.73,2,,,,,,,,,,-999,9,-999,9,
32,SH1604,3/18/2016,17:11:37,3/18/2016,10:11:37,48 12.27 N,123 206.82 W,48.2045,-123.4472,136,11,,2.799,,9.1434,,2,,30.3462,,2,,23.455,,9.1373,,,2,,8.98,-999,,8.98,274.2,,,,,,,,19.3,0.31,0.15,1.72,38.7,2,,,,,,,,,,2071.2,2,1988.7,2,
33,SH1604,3/18/2016,21:24:47,3/18/2016,14:24:47,48 14.77 N,123 238.92 W,48.2463,-123.9828,132,1,,163.454,,9.3762,,2,,32.8628,,2,,25.386,,6.6172,,,2,,6.451,-999,,6.451,196.6,,,,,,,,17.07,0.23,0,1.53,25.74,2,,,,,,,,,,2218.3,"3,6",2099.1,2,
34,SH1604,3/18/2016,21:25:34,3/18/2016,14:25:34,48 14.79 N,123 238.98 W,48.2465,-123.983,132,3,,152.75,,9.433,,2,,32.7985,,2,,25.326,,6.7688,,,2,,6.584,-999,,6.584,200.7,,,,,,,,16.66,0.24,0.01,1.51,26.42,2,,,,,,,,,,-999,9,-999,9,
35,SH1604,3/18/2016,21:26:44,3/18/2016,14:26:44,48 14.8 N,123 238.98 W,48.2467,-123.9832,132,4,,121.527,,9.9687,,2,,32.4742,,2,,24.986,,7.9072,,,2,,7.701,-999,,7.701,234.8,,,,,,,,11.08,0.27,0.76,1.2,17.58,2,,,,,,,,,,-999,9,-999,9,
36,SH1604,3/18/2016,21:28:03,3/18/2016,14:28:03,48 14.82 N,123 238.98 W,48.247,-123.9833,132,5,,80.88,,9.7918,,2,,31.8042,,2,,24.492,,8.2754,,,2,,8.114,-999,,8.114,247.5,,,,,,,,11.04,0.26,0.36,1.18,18.63,2,,,,,,,,,,-999,9,-999,9,
37,SH1604,3/18/2016,21:29:07,3/18/2016,14:29:07,48 14.83 N,123 238.98 W,48.2472,-123.9835,132,6,,50.576,,9.1916,,2,,31.164,,2,,24.087,,8.0757,,,2,,8.017,-999,,8.017,244.7,,,,,,,,19.42,0.31,0.54,1.72,38.25,2,,,,,,,,,,2141.7,2,2028.6,2,
38,SH1604,3/18/2016,21:30:02,3/18/2016,14:30:02,48 14.83 N,123 238.98 W,48.2472,-123.9837,132,7,,29.953,,9.1606,,2,,30.4809,,2,,23.558,,8.6484,,,2,,8.349,-999,,8.349,254.9,,,,,,,,19.34,0.28,0,1.67,36.94,2,,,,,,,,,,-999,9,-999,9,
39,SH1604,3/18/2016,21:30:37,3/18/2016,14:30:37,48 14.83 N,123 238.98 W,48.2473,-123.9838,132,8,,20.745,,9.1351,,2,,30.2525,,2,,23.383,,9.2734,,,2,,8.697,-999,,8.697,265.6,,,,,,,,17.61,0.29,0.17,1.57,35.69,2,,,,,,,,,,2073.1,2,1979.2,2,
40,SH1604,3/18/2016,21:31:15,3/18/2016,14:31:15,48 14.83 N,123 239.04 W,48.2473,-123.984,132,9,,11.556,,9.1476,,2,,30.1851,,2,,23.329,,9.5238,,,2,,9.201,-999,,9.201,281,,,,,,,,16.68,0.27,0,1.52,38.84,2,,,,,,,,,,-999,9,-999,9,
41,SH1604,3/18/2016,21:31:53,3/18/2016,14:31:53,48 14.85 N,123 239.04 W,48.2475,-123.9842,132,10,,5.631,,9.1844,,2,,30.1796,,2,,23.319,,9.5831,,,2,,9.258,-999,,9.258,282.7,,,,,,,,16.61,0.31,0.1,1.51,37.96,2,,,,,,,,,,-999,9,-999,9,
42,SH1604,3/18/2016,21:32:21,3/18/2016,14:32:21,48 14.85 N,123 239.04 W,48.2475,-123.9843,132,11,,1.339,,9.1829,,2,,30.1805,,2,,23.32,,9.5769,,,2,,9.454,-999,,9.454,288.7,,,,,,,,16.61,0.27,0,1.51,36.92,2,,,,,,,,,,2069.1,2,1966.2,2,
43,SH1604,3/19/2016,0:01:06,3/18/2016,17:01:06,48 23.49 N,124 266.82 W,48.3916,-124.4475,123,1,,212.076,,8.7374,,2,,33.3912,,2,,25.9,,5.3101,,,2,,5.182,-999,,5.182,157.9,,,,,,,,22.63,0.15,0.01,1.89,33.1,2,,,,,,,,,,2227.1,2,2152.7,2,
44,SH1604,3/19/2016,0:02:38,3/18/2016,17:02:38,48 23.5 N,124 266.88 W,48.3917,-124.4481,123,3,,171.962,,9.157,,2,,33.0456,,2,,25.564,,6.1482,,,2,,5.663,-999,,5.663,172.6,,,,,,,,20.57,0.17,0,1.77,33.63,2,,,,,,,,,,-999,9,-999,9,
45,SH1604,3/19/2016,0:04:19,3/18/2016,17:04:19,48 23.51 N,124 266.88 W,48.3919,-124.4486,123,4,,121.207,,10.2992,,2,,32.4937,,2,,24.946,,8.4665,,,3,,7.386,-999,,7.386,225.2,,,,,,,,11.6,0.31,0.85,1.2,20.37,2,,,,,,,,,,-999,9,-999,9,
46,SH1604,3/19/2016,0:05:45,3/18/2016,17:05:45,48 23.53 N,124 266.94 W,48.3922,-124.449,123,5,,81.441,,9.7613,,2,,31.6194,,2,,24.353,,8.3757,,,3,,-999,-999,,-999,-999,,,,,,,,9.63,0.31,0.95,1.08,19.76,2,,,,,,,,,,-999,9,-999,9,
47,SH1604,3/19/2016,0:07:12,3/18/2016,17:07:12,48 23.55 N,124 266.94 W,48.3925,-124.4495,123,6,,51.358,,9.2134,,2,,31.1402,,2,,24.065,,8.2044,,,2,,7.915,-999,,7.915,241.5,,,,,,,,17.31,0.22,2.15,1.54,31.68,2,,,,,,,,,,2126.8,2,2028.3,2,
48,SH1604,3/19/2016,0:08:27,3/18/2016,17:08:27,48 23.56 N,124 266.94 W,48.3928,-124.4499,123,7,,31.343,,9.211,,2,,30.9989,,2,,23.955,,8.3954,,,2,,8.049,-999,,8.049,245.7,,,,,,,,18.89,0.26,1.18,1.64,36.03,2,,,,,,,,,,-999,9,-999,9,
49,SH1604,3/19/2016,0:09:28,3/18/2016,17:09:28,48 23.58 N,124 267 W,48.393,-124.4502,123,8,,21.39,,9.142,,2,,30.7127,,2,,23.742,,8.5191,,,2,,8.711,-999,,8.711,265.9,,,,,,,,19.94,0.25,0.57,1.75,37.28,2,,,,,,,,,,2098,2,2011.6,2,
50,SH1604,3/19/2016,0:10:20,3/18/2016,17:10:20,48 23.59 N,124 267 W,48.3933,-124.4506,123,9,,11.379,,9.2624,,2,,30.4526,,2,,23.52,,8.9682,,,2,,8.513,-999,,8.513,259.9,,,,,,,,18.16,0.28,0.43,1.62,35.57,2,,,,,,,,,,-999,9,-999,9,
51,SH1604,3/19/2016,0:10:59,3/18/2016,17:10:59,48 23.61 N,124 267 W,48.3935,-124.4509,123,10,,5.436,,9.2854,,2,,30.4517,,2,,23.516,,9.0018,,,2,,8.689,-999,,8.689,265.3,,,,,,,,16.3,0.25,1.43,1.5,31.92,2,,,,,,,,,,-999,9,-999,9,
52,SH1604,3/19/2016,0:11:28,3/18/2016,17:11:28,48 23.62 N,124 267.06 W,48.3937,-124.4511,123,11,,2.712,,9.2935,,2,,30.4493,,2,,23.513,,9.0123,,,2,,8.7,-999,,8.7,265.6,,,,,,,,17.88,0.28,0.19,1.57,37.17,2,,,,,,,,,,2079.3,2,1986.7,2,
53,SH1604,3/19/2016,4:03:32,3/18/2016,21:03:32,48 28.84 N,124 287.58 W,48.4808,-124.7937,120,1,,276.444,,8.4634,,2,,33.6405,,2,,26.137,,4.7369,,,2,,4.676,-999,,4.676,142.4,,,,,,,,25.83,0.1,0.13,2.07,36.69,2,,,,,,,,,,2239.7,2,2175.3,2,
54,SH1604,3/19/2016,4:06:10,3/18/2016,21:06:10,48 28.89 N,124 287.58 W,48.4815,-124.7935,120,3,,233.83,,8.6414,,2,,33.5629,,2,,26.049,,4.9868,,,2,,4.863,-999,,4.863,148.1,,,,,,,,24.79,0.12,2.7,1.98,34.11,2,,,,,,,,,,-999,9,-999,9,
55,SH1604,3/19/2016,4:08:26,3/18/2016,21:08:26,48 28.93 N,124 287.64 W,48.4822,-124.794,120,4,,172.547,,8.8976,,2,,33.38,,2,,25.866,,5.4903,,,2,,5.24,-999,,5.24,159.6,,,,,,,,22.51,0.18,1.55,1.84,31.71,2,,,,,,,,,,-999,9,-999,9,
56,SH1604,3/19/2016,4:10:21,3/18/2016,21:10:21,48 28.96 N,124 287.64 W,48.4827,-124.7943,120,5,,122.706,,10.6334,,2,,32.3296,,2,,24.761,,9.3856,,,2,,9.026,-999,,9.026,275.3,,,,,,,,3.12,0.3,1.11,0.71,9.82,2,,,,,,,,,,2167,2,2002.7,2,
57,SH1604,3/19/2016,4:12:37,3/18/2016,21:12:37,48 29.01 N,124 287.64 W,48.4835,-124.7947,120,6,,82.707,,10.4349,,2,,31.9043,,2,,24.463,,9.0484,,,2,,8.756,-999,,8.756,267.1,,,,,,,,5.99,0.29,3.6,0.91,15.42,2,,,,,,,,,,-999,9,-999,9,
58,SH1604,3/19/2016,4:14:50,3/18/2016,21:14:50,48 29.04 N,124 287.7 W,48.484,-124.7953,120,7,,50.203,,10.1951,,2,,31.5205,,2,,24.205,,8.9011,,,2,,8.534,-999,,8.534,260.4,,,,,,,,8.83,0.25,2,1.06,20.1,2,,,,,,,,,,2140.5,2,1998.5,2,
59,SH1604,3/19/2016,4:16:17,3/18/2016,21:16:17,48 29.07 N,124 287.76 W,48.4845,-124.796,120,8,,30.124,,9.2687,,2,,30.9363,,2,,23.897,,8.4995,,,2,,8.303,-999,,8.303,253.4,,,,,,,,17.08,0.18,0,1.54,33.57,2,,,,,,,,,,-999,9,-999,9,
60,SH1604,3/19/2016,4:17:38,3/18/2016,21:17:38,48 29.11 N,124 287.76 W,48.4852,-124.7965,120,9,,20.581,,9.2566,,2,,30.8915,,2,,23.864,,8.5797,,,2,,8.215,-999,,8.215,250.8,,,,,,,,18.38,0.2,0.15,1.67,36.58,2,,,,,,,,,,2099.1,2,2009.1,2,
61,SH1604,3/19/2016,4:19:20,3/18/2016,21:19:20,48 29.14 N,124 287.82 W,48.4857,-124.7973,120,10,,9.969,,9.1699,,2,,30.7444,,2,,23.762,,8.6492,,,2,,8.411,-999,,8.411,256.7,,,,,,,,18.73,0.22,0.32,1.71,36.69,2,,,,,,,,,,-999,9,-999,9,
62,SH1604,3/19/2016,4:20:46,3/18/2016,21:20:46,48 29.17 N,124 287.88 W,48.4862,-124.7982,120,11,,5.422,,9.1747,,2,,30.5767,,2,,23.63,,8.9181,,,2,,8.523,-999,,8.523,260.2,,,,,,,,18.75,0.29,2.22,1.69,37.67,2,,,,,,,,,,-999,9,-999,9,
63,SH1604,3/19/2016,4:21:30,3/18/2016,21:21:30,48 29.17 N,124 287.88 W,48.4863,-124.7987,120,12,,1.091,,9.174,,2,,30.5648,,2,,23.621,,8.9358,,,2,,8.626,-999,,8.626,263.3,,,,,,,,18.3,0.28,0.15,1.66,41.03,2,,,,,,,,,,2100.8,2,1996.8,2,
64,SH1604,3/19/2016,6:25:01,3/18/2016,23:25:01,48 16.54 N,125 300.84 W,48.2758,-125.0148,105,1,,287.418,,7.5799,,2,,33.8694,,2,,26.447,,3.8873,,,2,,3.846,-999,,3.846,117.1,,,,,,,,30.67,0.03,0,2.34,46.72,2,,,,,,,,,,2258.1,2,2212.4,2,
65,SH1604,3/19/2016,6:26:49,3/18/2016,23:26:49,48 16.59 N,125 300.84 W,48.2765,-125.0145,105,3,,252.861,,7.5862,,2,,33.8661,,2,,26.444,,3.9127,,,2,,3.907,-999,,3.907,118.9,,,,,,,,30.47,0.05,0,2.33,47.47,2,,,,,,,,,,2266.7,2,2212.6,2,
66,SH1604,3/19/2016,6:29:04,3/18/2016,23:29:04,48 16.63 N,125 300.84 W,48.2773,-125.014,105,4,,170.394,,9.3948,,2,,33.1246,,2,,25.587,,6.3958,,,2,,6.114,-999,,6.114,186.3,,,,,,,,18.77,0.18,0,1.64,27.42,2,,,,,,,,,,-999,9,-999,9,
67,SH1604,3/19/2016,6:30:56,3/18/2016,23:30:56,48 16.68 N,125 300.78 W,48.278,-125.0137,105,5,,121.3,,10.2055,,2,,32.8053,,2,,25.205,,7.6551,,,2,,7.392,-999,,7.392,225.3,,,,,,,,11.69,0.25,0,1.2,19.46,2,,,,,,,,,,2200.9,2,2067.4,2,
68,SH1604,3/19/2016,6:33:12,3/18/2016,23:33:12,48 16.72 N,125 300.78 W,48.2788,-125.0133,105,6,,81.17,,10.4764,,2,,32.4481,,2,,24.88,,9.1134,,,2,,8.784,-999,,8.784,267.8,,,,,,,,5,0.36,0.3,0.79,11.88,2,,,,,,,,,,-999,9,-999,9,
69,SH1604,3/19/2016,6:35:03,3/18/2016,23:35:03,48 16.78 N,125 300.78 W,48.2797,-125.013,105,7,,50.905,,10.5141,,2,,32.3979,,2,,24.835,,9.5221,,,2,,9.206,-999,,9.206,280.7,,,,,,,,3.25,0.26,0.24,0.66,10.96,2,,,,,,,,,,2171.6,2,2003.2,2,
70,SH1604,3/19/2016,6:36:51,3/18/2016,23:36:51,48 16.81 N,125 300.72 W,48.2803,-125.0127,105,8,,29.98,,10.5193,,2,,32.3049,,2,,24.761,,9.5757,,,2,,9.209,-999,,9.209,280.9,,,,,,,,3.09,0.25,0.17,0.65,7.97,2,,,,,,,,,,-999,9,-999,9,
71,SH1604,3/19/2016,6:38:16,3/18/2016,23:38:16,48 16.84 N,125 300.72 W,48.2808,-125.0124,105,9,,20.29,,10.4312,,2,,32.0739,,2,,24.596,,9.6917,,,2,,9.45,-999,,9.45,288.2,,,,,,,,2.92,0.25,0.08,0.64,9.27,2,,,,,,,,,,2157.4,2,1995.6,2,
72,SH1604,3/19/2016,6:39:48,3/18/2016,23:39:48,48 16.89 N,125 300.72 W,48.2815,-125.0122,105,10,,9.539,,10.4907,,2,,31.8076,,2,,24.379,,9.8265,,,2,,9.437,-999,,9.437,287.9,,,,,,,,2.98,0.3,0.11,0.62,11.46,2,,,,,,,,,,-999,9,-999,9,
73,SH1604,3/19/2016,6:41:22,3/18/2016,23:41:22,48 16.92 N,125 300.66 W,48.282,-125.0118,105,11,,4.97,,10.4788,,2,,31.689,,2,,24.288,,9.848,,,2,,9.413,-999,,9.413,287.2,,,,,,,,2.79,0.25,0.06,0.61,9.6,2,,,,,,,,,,-999,9,-999,9,
