record no,CRUISE_ID,DATE_UTC,TIME_UTC,DATE_LOCAL,TIME_LOCAL,LATITUDE_DEG,LONGITUDE_DEG,LATITUDE_DEC,LONGITUDE_DEC,STATION_NO,NISKIN_NO,NISKIN_NO_FLAG_W,CTDPRS_DBAR,DEPTH (M),CTDTMP_DEG_C_ITS90,CTDTMP2_DEC_C_ITS90,CTDTMP_FLAG_W,CTD/TEMP_COMMENTS,CTDSAL_PSS78,CTDSAL2_PSS78,CTDSAL_FLAG_W,CTD/SAL_COMMENTS,SIGMATHETA_KG_M3,SIGMATHETA2_KG_M3,CTDOXY_MG_L_1,CTDOXY_MG_L_2,CTDOXY_MG_L_AVG,CTDOXY_FLAG_W,CTD/O2_COMMENTS,OXYGEN_MG_L_1,OXYGEN_MG_L_2,OXYGEN_MG_L_3,OXYGEN_avg_mg_L,OXYGEN_UMOL_KG,OXYGEN_FLAG_W,OXYGEN COMMENTS,CTD_PH_NBS,SALINITY_PSS78_1,SALINITY_PSS78_2,SALINITY_FLAG_W,Nutrient lab temperature,NITRATE_UMOL_L,NITRITE_UMOL_L,AMMONIUM_UMOL_L,PHOSPHATE_UMOL_L,SILICATE_UMOL_L,NUTRIENTS_FLAG_W,CTD FLU (mg/m3),CHLA (ug/l),CHLA 2 (ug/l),CHLA avg (ug/l),CHLA_FLAG_W,PHAEOPIGMENT (ug/l),PHAEOPIGMENT 2 (ug/l),PHAEOPIGMENT avg (ug/l),PHAEOPIGMENT_FLAG_W,TA_UMOL_KG,TA_FLAG_W,DIC_UMOL_KG,DIC_FLAG_W,SECCHI DEPTH (m)
11,SH1709,09/18/17,22:58:25,09/18/17,15:58:25, 47 55.60 N, 122 27.97 W,47.92766,-122.465,6,3,,50.798,50.366,12.274,,2,,30.398,,2,,22.968,,5.548,5.952,5.75,,,5.74,,,5.74,175.3570544,2,,,,,,,20.25,0.71,1.02,2.12,42.05,2,0.8859,,,,,,,,,2091.0,2,2039.7,2,
12,SH1709,09/18/17,22:59:50,09/18/17,15:59:50, 47 55.60 N, 122 27.97 W,47.92766,-122.46466,6,4,,30.705,30.445,12.503,,2,,30.236,,2,,22.800,,5.756,6.151,5.95,,,5.935,,,5.935,181.344088,2,,,,,,,19.75,0.77,0.78,2.1,42.05,2,1.2783,,,,,,,,,2080.1,2,2025.7,2,
13,SH1709,09/18/17,23:01:07,09/18/17,16:01:07, 47 55.60 N, 122 27.97 W,47.92782,-122.4645,6,5,,10.277,10.191,12.794,,2,,30.098,,2,,22.638,,5.899,6.324,6.11,,,6.072,,,6.072,185.5594992,2,,,,,,,19.24,0.83,0.68,2.1,40.73,2,0.8884,,,,,,,,,2072.8,2,2016.5,2,
14,SH1709,09/18/17,23:02:03,09/18/17,16:02:03, 47 55.60 N, 122 27.97 W,47.928,-122.46432,6,6,,5.014,4.972,12.781,,2,,30.112,,2,,22.651,,5.885,6.316,6.10,,,6.192,,,6.192,189.224333,2,,,,,,,18.92,0.8,0.71,2.05,40.53,2,0.9424,,,,,,,,,2070.3,2,2014.0,2,
15,SH1709,09/18/17,23:02:53,09/18/17,16:02:53, 47 55.60 N, 122 27.97 W,47.928,-122.46416,6,7,,2.273,2.254,13.043,,2,,29.941,,2,,22.469,,6.318,6.722,6.52,,,6.565,,,6.565,200.6587517,2,,,,,,,18.26,0.83,0.57,2.03,39.32,2,0.9895,,,,,,,,,2064.2,2,2000.5,2,
16,SH1709,09/18/17,23:03:03,09/18/17,16:03:03, 47 55.60 N, 122 27.97 W,47.92812,-122.46418,6,8,,2.298,2.278,13.033,,2,,29.950,,2,,22.478,,6.275,6.730,6.50,,,,,,,,9,,,,,,,,,,,,9,0.8719,,,,,,,,,,9,,9,
17,SH1709,09/19/17,02:13:45,09/18/17,19:13:45, 48 11.15 N, 122 51.37 W,48.18566,-122.8585,21,1,,57.251,56.761,9.046,,2,,32.730,,2,,25.335,,3.384,3.621,3.50,,,3.63,,,3.63,110.6405714,2,,,,,,,28.78,0.33,0.45,2.47,48,2,0.2181,,,,,,,,,2204.4,2,2176.8,2,
18,SH1709,09/19/17,02:15:10,09/18/17,19:15:10, 48 11.15 N, 122 51.37 W,48.18582,-122.8595,21,2,,51.725,51.284,9.273,,2,,32.553,,2,,25.160,,3.608,3.867,3.74,,,3.782,,,3.782,115.2930877,2,,,,,,,28.05,0.37,0.62,2.44,48.1,2,0.2604,,,,,,,,,2191.5,2,2165.2,2,
19,SH1709,09/19/17,02:16:30,09/18/17,19:16:30, 48 11.15 N, 122 51.37 W,48.186,-122.86034,21,3,,29.646,29.395,10.549,,2,,31.549,,2,,24.167,,4.541,4.858,4.70,,,4.399,,,4.399,134.2321609,2,,,,,,,25.87,0.45,0.85,2.34,47.44,2,0.608,,,,,,,,,2158.9,2,2127.4,2,
20,SH1709,09/19/17,02:17:44,09/18/17,19:17:44, 48 11.15 N, 122 51.37 W,48.18617,-122.86115,21,4,,10.208,10.123,11.058,,2,,30.531,,2,,23.288,,5.218,5.599,5.41,,,5.079,,,5.079,155.114991,2,,,,,,,23.93,0.44,1.15,2.27,47.86,2,0.6025,,,,,,,,,2117.5,2,2079.6,2,
21,SH1709,09/19/17,02:18:40,09/18/17,19:18:40, 48 11.15 N, 122 51.37 W,48.18633,-122.86181,21,5,,5.54,5.493,10.988,,2,,30.623,,2,,23.372,,5.214,5.544,5.38,,,5.299,,,5.299,161.82064,2,,,,,,,23.24,0.41,1.33,2.24,48.12,2,0.5584,,,,,,,,,2101.1,2,2060.6,2,
22,SH1709,09/19/17,02:19:03,09/18/17,19:19:03, 48 11.15 N, 122 51.37 W,48.1865,-122.862,21,6,,3.5,3.47,11.076,,2,,30.542,,2,,23.294,,5.156,5.517,5.34,,,5.369,,,5.369,163.9708428,2,,,,,,,23.19,0.39,1.38,2.23,47.2,2,0.6561,,,,,,,,,2095.5,2,2058.1,2,
23,SH1709,09/19/17,02:19:15,09/18/17,19:19:15, 48 11.15 N, 122 51.37 W,48.18649,-122.86217,21,7,,2.917,2.892,11.101,,2,,30.520,,2,,23.272,,5.145,5.504,5.32,,,,,,,,9,,,,,,,,,,,,9,0.6476,,,,,,,,,,9,,9,
24,SH1709,09/19/17,05:59:39,09/18/17,22:59:39, 48 13.66 N, 123 30.18 W,48.22666,-123.5045,136,1,,171.313,169.801,7.715,,2,,33.739,,2,,26.327,,1.998,2.135,2.07,,,2.101,,,2.101,63.97550735,2,,,,,,,32.99,0.13,0.01,2.68,52.48,2,0.078,,,,,,,,,2264.2,2,2249.9,2,
25,SH1709,09/19/17,06:02:30,09/18/17,23:02:30, 48 13.66 N, 123 30.18 W,48.22632,-123.50532,136,2,,102.397,101.511,7.957,,2,,33.595,,2,,26.178,,2.358,2.523,2.44,,,2.415,,,2.415,73.54749339,2,,,,,,,32.28,0.2,0.03,2.63,51.05,2,0.0882,,,,,,,,,2244.4,2,2236.4,2,
26,SH1709,09/19/17,06:04:22,09/18/17,23:04:22, 48 13.66 N, 123 30.18 W,48.22616,-123.50584,136,3,,76.063,75.409,8.206,,2,,33.370,,2,,25.964,,2.638,2.833,2.74,,,2.656,,,2.656,80.90387149,2,,,,,,,31.72,0.19,0.05,2.58,50.33,2,0.1415,,,,,,,,,2233.6,2,2227.3,2,
27,SH1709,09/19/17,06:05:58,09/18/17,23:05:58, 48 13.66 N, 123 30.18 W,48.22602,-123.50602,136,4,,50.875,50.441,9.292,,2,,32.467,,2,,25.090,,3.557,3.816,3.69,,,3.597,,,3.597,109.660887,2,,,,,,,28.86,0.35,0.45,2.44,49.02,2,0.2845,,,,,,,,,2195.9,2,2173.1,2,
28,SH1709,09/19/17,06:07:35,09/18/17,23:07:35, 48 13.66 N, 123 30.18 W,48.226,-123.50631,136,5,,30.616,30.356,9.753,,2,,32.090,,2,,24.722,,3.962,4.256,4.11,,,3.871,,,3.871,118.0567337,2,,,,,,,27.39,0.37,0.67,2.4,48.67,2,0.458,,,,,,,,,2173.7,2,2145.1,2,
29,SH1709,09/19/17,06:08:52,09/18/17,23:08:52, 48 13.66 N, 123 30.18 W,48.226,-123.50647,136,6,,10.764,10.673,10.381,,2,,31.629,,2,,24.258,,4.551,4.887,4.72,,,4.518,,,4.518,137.8511749,2,,,,,,,25.65,0.41,0.78,2.32,46.53,2,0.6526,,,,,,,,,2147.3,2,2121.0,2,
30,SH1709,09/19/17,06:09:57,09/18/17,23:09:57, 48 13.66 N, 123 30.18 W,48.226,-123.5065,136,7,,5.08,5.037,10.559,,2,,31.487,,2,,24.117,,4.791,5.137,4.96,,,4.667,,,4.667,142.4169591,2,,,,,,,25.03,0.44,0.84,2.31,45.95,2,0.7055,,,,,,,,,2143.2,2,2104.0,2,
31,SH1709,09/19/17,06:10:21,09/18/17,23:10:21, 48 13.66 N, 123 30.18 W,48.22601,-123.50662,136,8,,3.593,3.563,10.600,,2,,31.445,,2,,24.077,,4.862,5.244,5.05,,,4.855,,,4.855,148.1596761,2,,,,,,,24.88,0.43,0.85,2.29,46.49,2,0.7129,,,,,,,,,2141.0,2,,9,
32,SH1709,09/19/17,06:10:24,09/18/17,23:10:24, 48 13.66 N, 123 30.18 W,48.226,-123.50666,136,9,,3.513,3.483,10.608,,2,,31.437,,2,,24.070,,4.895,5.247,5.07,,,,,,,,9,,,,,,,,,,,,9,0.7356,,,,,,,,,,9,,9,
33,SH1709,09/19/17,08:32:21,09/19/17,01:32:21, 48 14.08 N, 123 44.43 W,48.23632,-123.74032,133,1,,164.926,163.474,7.562,,2,,33.849,,2,,26.436,,1.254,1.342,1.30,,,1.35,,,1.35,41.10318755,2,,,,,,,33.98,0.08,0.01,2.85,58.31,2,0.0753,,,,,,,,,2258.1,2,2274.3,2,
34,SH1709,09/19/17,08:34:59,09/19/17,01:34:59, 48 14.08 N, 123 44.43 W,48.23666,-123.74032,133,2,,103.49,102.594,7.555,,2,,33.847,,2,,26.435,,1.262,1.351,1.31,,,1.349,,,1.349,41.07278476,2,,,,,,,33.96,0.09,0.07,2.85,58.47,2,0.0555,,,,,,,,,2258.7,2,2273.8,2,
35,SH1709,09/19/17,08:36:16,09/19/17,01:36:16, 48 14.08 N, 123 44.43 W,48.23665,-123.74028,133,3,,76.347,75.69,8.250,,2,,33.404,,2,,25.985,,2.848,3.047,2.95,,,2.884,,,2.884,87.84718602,2,,,,,,,30.47,0.24,0.06,2.47,46.93,2,0.0693,,,,,,,,,2231.7,2,2215.6,2,
36,SH1709,09/19/17,08:37:30,09/19/17,01:37:30, 48 14.08 N, 123 44.43 W,48.23666,-123.74032,133,4,,51.087,50.651,9.040,,2,,32.894,,2,,25.464,,3.676,3.961,3.82,,,3.736,,,3.736,113.8570401,2,,,,,,,28.78,0.36,0.16,2.39,46.11,2,0.3598,,,,,,,,,2213.7,2,2185.4,2,
37,SH1709,09/19/17,08:38:42,09/19/17,01:38:42, 48 14.08 N, 123 44.43 W,48.23668,-123.74031,133,5,,31.531,31.263,9.353,,2,,32.603,,2,,25.187,,3.876,4.159,4.02,,,4.048,,,4.048,123.3988127,2,,,,,,,28.07,0.36,0.34,2.38,47.28,2,0.5804,,,,,,,,,2197.4,2,2167.0,2,
38,SH1709,09/19/17,08:39:50,09/19/17,01:39:50, 48 14.08 N, 123 44.43 W,48.23682,-123.74032,133,6,,10.966,10.873,10.055,,2,,31.813,,2,,24.455,,4.368,4.688,4.53,,,4.518,,,4.518,137.8245723,2,,,,,,,26.38,0.39,0.69,2.34,46.04,2,0.6284,,,,,,,,,2199.0,2,2129.2,2,
39,SH1709,09/19/17,08:40:48,09/19/17,01:40:48, 48 14.08 N, 123 44.43 W,48.23682,-123.74032,133,7,,6.283,6.23,10.056,,2,,31.782,,2,,24.431,,4.365,4.683,4.52,,,4.523,,,4.523,137.9804273,2,,,,,,,26.13,0.4,0.73,2.33,47.24,2,0.619,,,,,,,,,2155.2,2,2123.0,2,
40,SH1709,09/19/17,08:41:20,09/19/17,01:41:20, 48 14.08 N, 123 44.43 W,48.23682,-123.74032,133,8,,2.944,2.919,10.050,,2,,31.780,,2,,24.431,,4.360,4.684,4.52,,,4.539,,,4.539,138.4685432,2,,,,,,,26.2,0.37,0.7,2.34,46.7,2,0.61,,,,,,,,,2157.1,2,2124.2,2,
41,SH1709,09/19/17,08:41:24,09/19/17,01:41:24, 48 14.08 N, 123 44.43 W,48.23682,-123.74032,133,9,,3.073,3.047,10.049,,2,,31.782,,2,,24.432,,4.364,4.681,4.52,,,,,,,,9,,,,,,,,,,,,9,0.6192,,,,,,,,,,9,,9,
42,SH1709,09/19/17,11:19:26,09/19/17,04:19:26, 48 16.87 N, 124 06.07 W,48.281,-124.10216,131,1,,187.109,185.45,7.325,,2,,33.882,,2,,26.496,,1.568,1.679,1.62,,,1.35,,,1.35,41.100777,2,,,,,,,34.61,0.11,0.02,2.79,57.19,2,0.0718,,,,,,,,,2262.7,2,2268.0,2,
43,SH1709,09/19/17,11:22:05,09/19/17,04:22:05, 48 16.87 N, 124 06.07 W,48.281,-124.10266,131,2,,101.351,100.473,7.968,,2,,33.689,,2,,26.250,,1.926,2.066,2.00,,,1.966,,,1.966,59.86925117,2,,,,,,,32.07,0.29,0.02,2.67,53.09,2,0.083,,,,,,,,,2250.8,2,2252.0,2,
44,SH1709,09/19/17,11:23:26,09/19/17,04:23:26, 48 16.87 N, 124 06.07 W,48.28116,-124.10284,131,3,,76.852,76.191,8.463,,2,,33.399,,2,,25.949,,3.240,3.474,3.36,,,3.227,,,3.227,98.29848966,2,,,,,,,28.74,0.35,0.28,2.4,43.88,2,0.0638,,,,,,,,,2232.0,2,2210.1,2,
45,SH1709,09/19/17,11:25:01,09/19/17,04:25:01, 48 16.87 N, 124 06.07 W,48.28132,-124.10316,131,4,,50.819,50.385,9.366,,2,,32.497,,2,,25.102,,3.751,4.020,3.89,,,3.897,,,3.897,118.8055715,2,,,,,,,28.44,0.36,0.33,2.38,47.11,2,0.2529,,,,,,,,,2194.5,2,2165.9,2,
46,SH1709,09/19/17,11:26:25,09/19/17,04:26:25, 48 16.87 N, 124 06.07 W,48.2815,-124.1035,131,5,,30.178,29.922,9.711,,2,,32.174,,2,,24.794,,4.070,4.355,4.21,,,4.247,,,4.247,129.5147316,2,,,,,,,27.51,0.4,0.51,2.38,48.03,2,0.4219,,,,,,,,,2179.2,2,2147.2,2,
47,SH1709,09/19/17,11:27:57,09/19/17,04:27:57, 48 16.87 N, 124 06.07 W,48.28166,-124.10384,131,6,,9.802,9.719,10.211,,2,,31.708,,2,,24.348,,4.441,4.780,4.61,,,4.521,,,4.521,137.9305224,2,,,,,,,26.21,0.39,0.59,2.31,46.85,2,0.8587,,,,,,,,,2159.5,2,2120.7,2,
48,SH1709,09/19/17,11:28:57,09/19/17,04:28:57, 48 16.87 N, 124 06.07 W,48.28166,-124.10416,131,7,,4.757,4.717,10.352,,2,,31.626,,2,,24.260,,4.875,5.216,5.05,,,5.021,,,5.021,153.1981546,2,,,,,,,25.8,0.39,0.59,2.29,46.33,2,0.7797,,,,,,,,,2149.5,2,2109.0,2,
49,SH1709,09/19/17,11:29:30,09/19/17,04:29:30, 48 16.87 N, 124 06.07 W,48.28166,-124.10432,131,8,,2.81,2.786,10.350,,2,,31.624,,2,,24.259,,4.912,5.273,5.09,,,4.956,,,4.956,151.2149968,2,,,,,,,25.7,0.39,0.56,2.29,46.49,2,0.7605,,,,,,,,,2147.1,2,2116.0,2,
50,SH1709,09/19/17,11:29:39,09/19/17,04:29:39, 48 16.87 N, 124 06.07 W,48.28166,-124.10432,131,9,,2.713,2.69,10.349,,2,,31.624,,2,,24.259,,4.915,5.261,5.09,,,,,,,,9,,,,,,,,,,,,9,0.7366,,,,,,,,,,9,,9,
51,SH1709,09/19/17,15:09:18,09/19/17,08:09:18, 48 23.62 N, 124 26.47 W,48.39632,-124.44664,123,1,,221.647,219.661,7.421,,2,,33.877,,2,,26.479,,1.465,1.568,1.52,,,1.729,,,1.729,52.64032163,2,,,,,,,34.17,0.1,0.02,2.8,56.52,2,0.0875,,,,,,,,,2262.8,2,2277.7,2,
52,SH1709,09/19/17,15:13:24,09/19/17,08:13:24, 48 23.62 N, 124 26.47 W,48.39766,-124.44966,123,2,,101.851,100.968,8.283,,2,,33.508,,2,,26.061,,3.326,3.573,3.45,,,3.39,,,3.39,103.2523229,2,,,,,,,28.39,0.26,0.18,2.32,42.6,2,0.1009,,,,,,,,,2236.7,2,2216.0,2,
53,SH1709,09/19/17,15:14:49,09/19/17,08:14:49, 48 23.62 N, 124 26.47 W,48.398,-124.45066,123,3,,74.825,74.181,8.487,,2,,33.336,,2,,25.896,,2.928,3.141,3.03,,,3.133,,,3.133,95.44002429,2,,,,,,,29.35,0.35,0.29,2.45,46.88,2,0.1383,,,,,,,,,2230.3,2,2219.0,2,
54,SH1709,09/19/17,15:16:11,09/19/17,08:16:11, 48 23.62 N, 124 26.47 W,48.39843,-124.45152,123,4,,51.103,50.666,9.118,,2,,32.763,,2,,25.349,,3.589,3.850,3.72,,,3.689,,,3.689,112.4372607,2,,,,,,,28.65,0.44,0.28,2.41,46.92,2,0.2569,,,,,,,,,2203.9,2,2186.3,2,
55,SH1709,09/19/17,15:17:46,09/19/17,08:17:46, 48 23.62 N, 124 26.47 W,48.39882,-124.45266,123,5,,30.869,30.606,9.598,,2,,32.326,,2,,24.931,,3.911,4.225,4.07,,,3.674,,,3.674,112.0257766,2,,,,,,,27.71,0.41,0.48,2.37,47.27,2,0.4236,,,,,,,,,2185.9,2,2155.9,2,
56,SH1709,09/19/17,15:19:22,09/19/17,08:19:22, 48 23.62 N, 124 26.47 W,48.39932,-124.45366,123,6,,10.469,10.38,10.599,,2,,31.540,,2,,24.152,,5.006,5.363,5.18,,,5.303,,,5.303,161.8194553,2,,,,,,,25.09,0.43,0.52,2.25,45.15,2,1.0401,,,,,,,,,2145.4,2,2102.5,2,
57,SH1709,09/19/17,15:20:29,09/19/17,08:20:29, 48 23.62 N, 124 26.47 W,48.39967,-124.45433,123,7,,5.59,5.542,10.737,,2,,31.425,,2,,24.039,,5.515,5.926,5.72,,,5.706,,,5.706,174.1361268,2,,,,,,,24.55,0.44,0.46,2.22,45.25,2,1.1021,,,,,,,,,2136.5,2,2089.0,2,
58,SH1709,09/19/17,15:21:13,09/19/17,08:21:13, 48 23.62 N, 124 26.47 W,48.39983,-124.45482,123,8,,3.559,3.529,10.754,,2,,31.395,,2,,24.012,,5.689,6.108,5.90,,,5.872,,,5.872,179.206817,2,,,,,,,24.54,0.44,0.45,2.21,45.06,2,1.1562,,,,,,,,,2137.0,2,2087.4,2,
59,SH1709,09/19/17,15:21:15,09/19/17,08:21:15, 48 23.62 N, 124 26.47 W,48.39982,-124.45482,123,9,,3.618,3.588,10.754,,2,,31.395,,2,,24.012,,5.694,6.118,5.91,,,,,,,,9,,,,,,,,,,,,9,1.1622,,,,,,,,,,9,,9,
60,SH1709,09/19/17,18:48:17,09/19/17,11:48:17, 48 28.56 N, 124 46.96 W,48.477,-124.782,120,1,,285.998,283.39,7.308,,2,,33.895,,2,,26.510,,1.704,1.827,1.77,,,1.876,,,1.876,57.11409526,2,,,,,,,34.27,0.19,0.08,2.73,55.79,2,0.0473,,,,,,,,,2262.9,2,2263.3,2,
61,SH1709,09/19/17,18:50:36,09/19/17,11:50:36, 48 28.56 N, 124 46.96 W,48.47732,-124.78182,120,2,,204.239,202.416,7.367,,2,,33.874,,2,,26.483,,1.870,2.001,1.94,,,1.968,,,1.968,59.91653483,2,,,,,,,33.87,0.18,0.12,2.68,53.86,2,0.0645,,,,,,,,,2257.7,2,2263.4,2,
62,SH1709,09/19/17,18:53:08,09/19/17,11:53:08, 48 28.56 N, 124 46.96 W,48.47766,-124.78182,120,3,,100.678,99.804,8.239,,2,,33.661,,2,,26.189,,1.796,1.926,1.86,,,1.903,,,1.903,57.95422835,2,,,,,,,27.21,1.18,2.78,2.63,48.6,2,0.1144,,,,,,,,,2244.3,2,2239.5,2,
63,SH1709,09/19/17,18:54:30,09/19/17,11:54:30, 48 28.56 N, 124 46.96 W,48.47782,-124.78166,120,4,,74.657,74.014,8.326,,2,,33.507,,2,,26.054,,3.012,3.227,3.12,,,3.095,,,3.095,94.2679554,2,,,,,,,27.31,0.51,1.09,2.37,43.24,2,0.1258,,,,,,,,,2236.7,2,2225.1,2,
64,SH1709,09/19/17,18:55:40,09/19/17,11:55:40, 48 28.56 N, 124 46.96 W,48.478,-124.78154,120,5,,49.009,48.59,8.780,,2,,33.206,,2,,25.749,,3.729,3.999,3.86,,,3.867,,,3.867,117.8166412,2,,,,,,,26.49,0.37,0.67,2.26,42.02,2,0.2761,,,,,,,,,2222.5,2,2195.7,2,
65,SH1709,09/19/17,18:56:47,09/19/17,11:56:47, 48 28.56 N, 124 46.96 W,48.47832,-124.78132,120,6,,28.477,28.235,9.485,,2,,32.493,,2,,25.079,,3.929,4.224,4.08,,,4.097,,,4.097,124.9056089,2,,,,,,,27.68,0.43,0.34,2.34,46.73,2,0.601,,,,,,,,,2191.4,2,2167.8,2,
66,SH1709,09/19/17,18:57:39,09/19/17,11:57:39, 48 28.56 N, 124 46.96 W,48.4785,-124.78116,120,7,,9.693,9.611,10.076,,2,,32.140,,2,,24.707,,4.539,4.969,4.75,,,4.751,,,4.751,144.8967487,2,,,,,,,26.66,0.43,0.34,2.29,44.76,2,0.9629,,,,,,,,,2174.8,2,2144.3,2,
67,SH1709,09/19/17,18:58:30,09/19/17,11:58:30, 48 28.56 N, 124 46.96 W,48.47866,-124.781,120,8,,4.509,4.471,10.177,,2,,32.080,,2,,24.644,,4.826,5.162,4.99,,,4.954,,,4.954,151.0972971,2,,,,,,,26.47,0.42,0.34,2.28,44.95,2,0.94,,,,,,,,,2172.6,2,2136.7,2,
68,SH1709,09/19/17,18:59:16,09/19/17,11:59:16, 48 28.56 N, 124 46.96 W,48.47866,-124.78082,120,9,,3.722,3.69,10.226,,2,,32.065,,2,,24.623,,4.898,5.270,5.08,,,5.276,,,5.276,160.9215046,2,,,,,,,26.45,0.42,0.36,2.28,45.19,2,0.8311,,,,,,,,,2166.8,2,2136.1,2,
69,SH1709,09/19/17,18:59:29,09/19/17,11:59:29, 48 28.56 N, 124 46.96 W,48.47882,-124.78082,120,10,,3.576,3.546,10.291,,2,,32.058,,2,,24.607,,4.938,5.300,5.12,,,,,,,,,,,,,,,,,,,,9,0.7246,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
